"Mppcv";"Mppnm_";"Link2MPG";"Link2PVT"
"1721166";"Atacand Plus 16/12,5 compr. (séc.) 98 x";"http://www.cbip.be/fr/contents/jump?amppid=28845";"http://www.cbip.be/fr/contents/jump?amppid=28845&view=pvt"
"1721125";"Atacand compr. (séc.) 98 x 16 mg";"http://www.cbip.be/fr/contents/jump?amppid=28829";"http://www.cbip.be/fr/contents/jump?amppid=28829&view=pvt"
"2216562";"Atacand compr. (séc.) 98 x 32 mg";"http://www.cbip.be/fr/contents/jump?amppid=36699";"http://www.cbip.be/fr/contents/jump?amppid=36699&view=pvt"
"1721141";"Atacand compr. (séc.) 98 x 8 mg";"http://www.cbip.be/fr/contents/jump?amppid=28837";"http://www.cbip.be/fr/contents/jump?amppid=28837&view=pvt"
"2561553";"Atenolol / Chloortalidone EG 100/25 compr. (séc.) 98 x";"http://www.cbip.be/fr/contents/jump?amppid=47506";"http://www.cbip.be/fr/contents/jump?amppid=47506&view=pvt"
"2548444";"Atenolol EG compr. (séc.) 98 x 50 mg";"http://www.cbip.be/fr/contents/jump?amppid=46755";"http://www.cbip.be/fr/contents/jump?amppid=46755&view=pvt"
"1537083";"Atenolol Viatris compr. pellic. 56 x 50 mg";"http://www.cbip.be/fr/contents/jump?amppid=23465";"http://www.cbip.be/fr/contents/jump?amppid=23465&view=pvt"
"1373372";"Atenolol Teva compr. (séc.) 60 x 100 mg";"http://www.cbip.be/fr/contents/jump?amppid=19240";"http://www.cbip.be/fr/contents/jump?amppid=19240&view=pvt"
"1537091";"Atenolol Viatris compr. pellic. 56 x 100 mg";"http://www.cbip.be/fr/contents/jump?amppid=23473";"http://www.cbip.be/fr/contents/jump?amppid=23473&view=pvt"
"1373331";"Atenolol Teva compr. (séc.) 60 x 25 mg";"http://www.cbip.be/fr/contents/jump?amppid=19224";"http://www.cbip.be/fr/contents/jump?amppid=19224&view=pvt"
"1373356";"Atenolol Teva compr. (séc.) 60 x 50 mg";"http://www.cbip.be/fr/contents/jump?amppid=19232";"http://www.cbip.be/fr/contents/jump?amppid=19232&view=pvt"
"1378819";"Atenolol Teva compr. (séc.) 90 x 100 mg";"http://www.cbip.be/fr/contents/jump?amppid=19380";"http://www.cbip.be/fr/contents/jump?amppid=19380&view=pvt"
"1378827";"Atenolol Teva compr. (séc.) 90 x 50 mg";"http://www.cbip.be/fr/contents/jump?amppid=19398";"http://www.cbip.be/fr/contents/jump?amppid=19398&view=pvt"
"4221214";"Atorstatineg compr. pellic. 30 x 10 mg";"http://www.cbip.be/fr/contents/jump?amppid=171991";"http://www.cbip.be/fr/contents/jump?amppid=171991&view=pvt"
"4221230";"Atorstatineg compr. pellic. 30 x 20 mg";"http://www.cbip.be/fr/contents/jump?amppid=172015";"http://www.cbip.be/fr/contents/jump?amppid=172015&view=pvt"
"4183554";"Atorvastatin AB compr. pellic. 28 x 20 mg";"http://www.cbip.be/fr/contents/jump?amppid=178384";"http://www.cbip.be/fr/contents/jump?amppid=178384&view=pvt"
"4183521";"Atorvastatin AB compr. pellic. 98 x 10 mg";"http://www.cbip.be/fr/contents/jump?amppid=176685";"http://www.cbip.be/fr/contents/jump?amppid=176685&view=pvt"
"4183539";"Atorvastatin AB compr. pellic. 98 x 20 mg";"http://www.cbip.be/fr/contents/jump?amppid=175976";"http://www.cbip.be/fr/contents/jump?amppid=175976&view=pvt"
"4183562";"Atorvastatin AB compr. pellic. 98 x 40 mg";"http://www.cbip.be/fr/contents/jump?amppid=176693";"http://www.cbip.be/fr/contents/jump?amppid=176693&view=pvt"
"4183505";"Atorvastatin AB compr. pellic. 98 x 80 mg";"http://www.cbip.be/fr/contents/jump?amppid=176701";"http://www.cbip.be/fr/contents/jump?amppid=176701&view=pvt"
"2813285";"Atorvastatine Teva compr. pellic. 30 x 40 mg";"http://www.cbip.be/fr/contents/jump?amppid=63735";"http://www.cbip.be/fr/contents/jump?amppid=63735&view=pvt"
"2813277";"Atorvastatine Teva compr. pellic. 100 x 20 mg";"http://www.cbip.be/fr/contents/jump?amppid=63727";"http://www.cbip.be/fr/contents/jump?amppid=63727&view=pvt"
"2813293";"Atorvastatine Teva compr. pellic. 100 x 40 mg";"http://www.cbip.be/fr/contents/jump?amppid=63743";"http://www.cbip.be/fr/contents/jump?amppid=63743&view=pvt"
"2813244";"Atorvastatine Teva compr. pellic. 30 x 10 mg";"http://www.cbip.be/fr/contents/jump?amppid=63693";"http://www.cbip.be/fr/contents/jump?amppid=63693&view=pvt"
"2813269";"Atorvastatine Teva compr. pellic. 30 x 20 mg";"http://www.cbip.be/fr/contents/jump?amppid=63719";"http://www.cbip.be/fr/contents/jump?amppid=63719&view=pvt"
"4274676";"Atorvastatin Sandoz compr. pellic. (séc.) 30 x 20 mg";"http://www.cbip.be/fr/contents/jump?amppid=179812";"http://www.cbip.be/fr/contents/jump?amppid=179812&view=pvt"
"4335188";"Sildenafil AB compr. pellic. 24 x 100 mg";"http://www.cbip.be/fr/contents/jump?amppid=180158";"http://www.cbip.be/fr/contents/jump?amppid=180158&view=pvt"
"2813228";"Atorvastatine Teva compr. pellic. 30 x 80 mg";"http://www.cbip.be/fr/contents/jump?amppid=63677";"http://www.cbip.be/fr/contents/jump?amppid=63677&view=pvt"
"4282067";"Atorvastatin Sandoz compr. pellic. (séc.) 100 x 10 mg [blister]";"http://www.cbip.be/fr/contents/jump?amppid=180190";"http://www.cbip.be/fr/contents/jump?amppid=180190&view=pvt"
"2953040";"Atorvastatin Sandoz compr. pellic. (séc.) 100 x 10 mg [flacon]";"http://www.cbip.be/fr/contents/jump?amppid=67884";"http://www.cbip.be/fr/contents/jump?amppid=67884&view=pvt"
"2953081";"Atorvastatin Sandoz compr. pellic. (séc. en 4) 100 x 40 mg [flacon]";"http://www.cbip.be/fr/contents/jump?amppid=69963";"http://www.cbip.be/fr/contents/jump?amppid=69963&view=pvt"
"3523586";"Balcoga compr. pellic. 90 x 20 mg";"http://www.cbip.be/fr/contents/jump?amppid=151811";"http://www.cbip.be/fr/contents/jump?amppid=151811&view=pvt"
"3908720";"Atovaquone / Proguanil EG 250/100 compr. pellic. 12 x";"http://www.cbip.be/fr/contents/jump?amppid=76802";"http://www.cbip.be/fr/contents/jump?amppid=76802&view=pvt"
"3044492";"Atovaquone / Proguanil Viatris 250/100 compr. pellic. 12 x";"http://www.cbip.be/fr/contents/jump?amppid=74492";"http://www.cbip.be/fr/contents/jump?amppid=74492&view=pvt"
"3184876";"Atovaquone / Proguanil Viatris 250/100 compr. pellic. 24 x";"http://www.cbip.be/fr/contents/jump?amppid=109959";"http://www.cbip.be/fr/contents/jump?amppid=109959&view=pvt"
"3256062";"Atozet 10/10 compr. pellic. 90 x";"http://www.cbip.be/fr/contents/jump?amppid=130807";"http://www.cbip.be/fr/contents/jump?amppid=130807&view=pvt"
"3256096";"Atozet 10/20 compr. pellic. 90 x";"http://www.cbip.be/fr/contents/jump?amppid=130815";"http://www.cbip.be/fr/contents/jump?amppid=130815&view=pvt"
"3699386";"Atremia gél. 100 x 0,5 mg";"http://www.cbip.be/fr/contents/jump?amppid=157214";"http://www.cbip.be/fr/contents/jump?amppid=157214&view=pvt"
"3340536";"Atropine Sulfate Aguettant 0,1 mg / 1 ml sol. inj. i.m./i.v. [ser. préremplie] 10 x 0,5 mg / 5 ml";"http://www.cbip.be/fr/contents/jump?amppid=135251";"http://www.cbip.be/fr/contents/jump?amppid=135251&view=pvt"
"2463883";"Atropine Sulfate Sterop sol. inj. i.v./s.c. [amp.] 10 x 0,5 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=58636";"http://www.cbip.be/fr/contents/jump?amppid=58636&view=pvt"
"2463891";"Atropine Sulfate Sterop sol. inj. i.v./s.c. [amp.] 10 x 1 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=58644";"http://www.cbip.be/fr/contents/jump?amppid=58644&view=pvt"
"1705789";"Augmentin 875/125 compr. pellic. (séc.) 20 x";"http://www.cbip.be/fr/contents/jump?amppid=28266";"http://www.cbip.be/fr/contents/jump?amppid=28266&view=pvt"
"3946696";"Aubeline gél. 150 x 350 mg";"http://www.cbip.be/fr/contents/jump?amppid=168328";"http://www.cbip.be/fr/contents/jump?amppid=168328&view=pvt"
"0033548";"Augmentin 125/31,25 sirop susp. (pdr) 80 ml";"http://www.cbip.be/fr/contents/jump?amppid=984";"http://www.cbip.be/fr/contents/jump?amppid=984&view=pvt"
"0034637";"Augmentin 250/62,5 sirop susp. (pdr) 80 ml";"http://www.cbip.be/fr/contents/jump?amppid=1149";"http://www.cbip.be/fr/contents/jump?amppid=1149&view=pvt"
"1458736";"Augmentin 875/125 compr. pellic. (séc.) 10 x";"http://www.cbip.be/fr/contents/jump?amppid=21451";"http://www.cbip.be/fr/contents/jump?amppid=21451&view=pvt"
"4245809";"Azacitidin Sandoz 25 mg / 1 ml susp. inj. (pdr) s.c. [flac.] 1 x 100 mg";"http://www.cbip.be/fr/contents/jump?amppid=179697";"http://www.cbip.be/fr/contents/jump?amppid=179697&view=pvt"
"1321058";"Avaxim susp. inj. i.m./s.c. [ser. préremplie] 1 x 160 U / 0,5 ml";"http://www.cbip.be/fr/contents/jump?amppid=152793";"http://www.cbip.be/fr/contents/jump?amppid=152793&view=pvt"
"1729151";"Avodart caps. molle 30 x 0,5 mg";"http://www.cbip.be/fr/contents/jump?amppid=29157";"http://www.cbip.be/fr/contents/jump?amppid=29157&view=pvt"
"3584950";"Brufen Codeine 400/30 compr. pellic. 30 x";"http://www.cbip.be/fr/contents/jump?amppid=156760";"http://www.cbip.be/fr/contents/jump?amppid=156760&view=pvt"
"0032896";"Azactam sol. inj./perf. (pdr) i.m./i.v. [flac.] 1 x 2 g";"http://www.cbip.be/fr/contents/jump?amppid=935";"http://www.cbip.be/fr/contents/jump?amppid=935&view=pvt"
"2057222";"Azathioprine Sandoz compr. pellic. (séc.) 100 x 50 mg";"http://www.cbip.be/fr/contents/jump?amppid=31757";"http://www.cbip.be/fr/contents/jump?amppid=31757&view=pvt"
"3531993";"Azithromycin AB compr. pellic. (séc.) 3 x 500 mg";"http://www.cbip.be/fr/contents/jump?amppid=159228";"http://www.cbip.be/fr/contents/jump?amppid=159228&view=pvt"
"2720738";"Azithromycine EG sirop susp. (pdr) 22,5 ml 200 mg / 5 ml";"http://www.cbip.be/fr/contents/jump?amppid=55582";"http://www.cbip.be/fr/contents/jump?amppid=55582&view=pvt"
"2720712";"Azithromycine EG sirop susp. (pdr) 37,5 ml 200 mg / 5 ml";"http://www.cbip.be/fr/contents/jump?amppid=55566";"http://www.cbip.be/fr/contents/jump?amppid=55566&view=pvt"
"3189719";"Azithromycine Sandoz compr. pellic. 24 x 250 mg";"http://www.cbip.be/fr/contents/jump?amppid=109967";"http://www.cbip.be/fr/contents/jump?amppid=109967&view=pvt"
"2312627";"Azithromycine Sandoz compr. pellic. 6 x 250 mg";"http://www.cbip.be/fr/contents/jump?amppid=39057";"http://www.cbip.be/fr/contents/jump?amppid=39057&view=pvt"
"3003779";"Bellina 0,03/2 compr. pellic. 6 x 21";"http://www.cbip.be/fr/contents/jump?amppid=70136";"http://www.cbip.be/fr/contents/jump?amppid=70136&view=pvt"
"3118353";"Azithromycine Sandoz compr. pellic. (séc.) 12 x 500 mg";"http://www.cbip.be/fr/contents/jump?amppid=108563";"http://www.cbip.be/fr/contents/jump?amppid=108563&view=pvt"
"3189727";"Azithromycine Sandoz compr. pellic. (séc.) 24 x 500 mg";"http://www.cbip.be/fr/contents/jump?amppid=109975";"http://www.cbip.be/fr/contents/jump?amppid=109975&view=pvt"
"2312635";"Azithromycine Sandoz compr. pellic. (séc.) 3 x 500 mg";"http://www.cbip.be/fr/contents/jump?amppid=39065";"http://www.cbip.be/fr/contents/jump?amppid=39065&view=pvt"
"2351740";"Azithromycine Sandoz compr. pellic. (séc.) 6 x 500 mg";"http://www.cbip.be/fr/contents/jump?amppid=40733";"http://www.cbip.be/fr/contents/jump?amppid=40733&view=pvt"
"3249273";"Azithromycine Teva compr. pellic. 12 x 250 mg";"http://www.cbip.be/fr/contents/jump?amppid=128322";"http://www.cbip.be/fr/contents/jump?amppid=128322&view=pvt"
"2659092";"Azithromycine Teva compr. pellic. 6 x 250 mg";"http://www.cbip.be/fr/contents/jump?amppid=52472";"http://www.cbip.be/fr/contents/jump?amppid=52472&view=pvt"
"2944940";"Baclofen Aguettant sol. inj./perf. i.théc. [amp.] 10 x 10 mg / 5 ml";"http://www.cbip.be/fr/contents/jump?amppid=70508";"http://www.cbip.be/fr/contents/jump?amppid=70508&view=pvt"
"2944932";"Baclofen Aguettant sol. inj./perf. i.théc. [amp.] 1 x 10 mg / 20 ml";"http://www.cbip.be/fr/contents/jump?amppid=70490";"http://www.cbip.be/fr/contents/jump?amppid=70490&view=pvt"
"2944957";"Baclofen Aguettant sol. inj./perf. i.théc. [amp.] 1 x 40 mg / 20 ml";"http://www.cbip.be/fr/contents/jump?amppid=70516";"http://www.cbip.be/fr/contents/jump?amppid=70516&view=pvt"
"1559657";"Baclofen Viatris compr. (séc.) 50 x 10 mg";"http://www.cbip.be/fr/contents/jump?amppid=24257";"http://www.cbip.be/fr/contents/jump?amppid=24257&view=pvt"
"1559673";"Baclofen Viatris compr. (séc.) 50 x 25 mg";"http://www.cbip.be/fr/contents/jump?amppid=24273";"http://www.cbip.be/fr/contents/jump?amppid=24273&view=pvt"
"0022277";"Bactrim 800/160 compr. (séc.) Forte 10 x";"http://www.cbip.be/fr/contents/jump?amppid=521";"http://www.cbip.be/fr/contents/jump?amppid=521&view=pvt"
"4335105";"Sildenafil AB compr. pellic. 24 x 25 mg";"http://www.cbip.be/fr/contents/jump?amppid=180075";"http://www.cbip.be/fr/contents/jump?amppid=180075&view=pvt"
"1499995";"Befact compr. enr. Forte 100 x";"http://www.cbip.be/fr/contents/jump?amppid=22616";"http://www.cbip.be/fr/contents/jump?amppid=22616&view=pvt"
"2262376";"Becozyme compr. pellic. 60 x";"http://www.cbip.be/fr/contents/jump?amppid=38125";"http://www.cbip.be/fr/contents/jump?amppid=38125&view=pvt"
"1498104";"Befact compr. enr. Forte 30 x";"http://www.cbip.be/fr/contents/jump?amppid=22590";"http://www.cbip.be/fr/contents/jump?amppid=22590&view=pvt"
"3054194";"Bellina 0,03/2 compr. pellic. 13 x 21";"http://www.cbip.be/fr/contents/jump?amppid=73379";"http://www.cbip.be/fr/contents/jump?amppid=73379&view=pvt"
"2915361";"Bellozal compr. (séc.) 50 x 20 mg";"http://www.cbip.be/fr/contents/jump?amppid=65680";"http://www.cbip.be/fr/contents/jump?amppid=65680&view=pvt"
"2115541";"Belsar compr. pellic. 28 x 10 mg";"http://www.cbip.be/fr/contents/jump?amppid=33449";"http://www.cbip.be/fr/contents/jump?amppid=33449&view=pvt"
"2115533";"Belsar compr. pellic. 28 x 20 mg";"http://www.cbip.be/fr/contents/jump?amppid=33431";"http://www.cbip.be/fr/contents/jump?amppid=33431&view=pvt"
"2115517";"Belsar compr. pellic. 98 x 20 mg";"http://www.cbip.be/fr/contents/jump?amppid=33423";"http://www.cbip.be/fr/contents/jump?amppid=33423&view=pvt"
"2115491";"Belsar compr. pellic. 98 x 40 mg";"http://www.cbip.be/fr/contents/jump?amppid=33407";"http://www.cbip.be/fr/contents/jump?amppid=33407&view=pvt"
"2363117";"Belsar Plus 20/12,5 compr. pellic. 98 x";"http://www.cbip.be/fr/contents/jump?amppid=40980";"http://www.cbip.be/fr/contents/jump?amppid=40980&view=pvt"
"2363133";"Belsar Plus 20/25 compr. pellic. 28 x";"http://www.cbip.be/fr/contents/jump?amppid=40998";"http://www.cbip.be/fr/contents/jump?amppid=40998&view=pvt"
"2363083";"Belsar Plus 20/25 compr. pellic. 98 x";"http://www.cbip.be/fr/contents/jump?amppid=40964";"http://www.cbip.be/fr/contents/jump?amppid=40964&view=pvt"
"2736320";"Belsar Plus 40/12,5 compr. pellic. 28 x";"http://www.cbip.be/fr/contents/jump?amppid=56044";"http://www.cbip.be/fr/contents/jump?amppid=56044&view=pvt"
"3397106";"Bendamustine Accord 2,5 mg / 1 ml sol. perf. à diluer (pdr) i.v. [flac.] 5 x 100 mg";"http://www.cbip.be/fr/contents/jump?amppid=134031";"http://www.cbip.be/fr/contents/jump?amppid=134031&view=pvt"
"2736312";"Belsar Plus 40/25 compr. pellic. 28 x";"http://www.cbip.be/fr/contents/jump?amppid=56036";"http://www.cbip.be/fr/contents/jump?amppid=56036&view=pvt"
"2736304";"Belsar Plus 40/25 compr. pellic. 98 x";"http://www.cbip.be/fr/contents/jump?amppid=56028";"http://www.cbip.be/fr/contents/jump?amppid=56028&view=pvt"
"3397098";"Bendamustine Accord 2,5 mg / 1 ml sol. perf. à diluer (pdr) i.v. [flac.] 5 x 25 mg";"http://www.cbip.be/fr/contents/jump?amppid=134023";"http://www.cbip.be/fr/contents/jump?amppid=134023&view=pvt"
"4335113";"Sildenafil AB compr. pellic. 4 x 50 mg";"http://www.cbip.be/fr/contents/jump?amppid=180091";"http://www.cbip.be/fr/contents/jump?amppid=180091&view=pvt"
"0284497";"Benzac gel 40 g 100 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=7211";"http://www.cbip.be/fr/contents/jump?amppid=7211&view=pvt"
"0284489";"Benzac gel 40 g 50 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=7203";"http://www.cbip.be/fr/contents/jump?amppid=7203&view=pvt"
"1657683";"Betahistine EG compr. 100 x 8 mg";"http://www.cbip.be/fr/contents/jump?amppid=26831";"http://www.cbip.be/fr/contents/jump?amppid=26831&view=pvt"
"3075801";"Betahistine EG compr. (séc.) 100 x 24 mg";"http://www.cbip.be/fr/contents/jump?amppid=75952";"http://www.cbip.be/fr/contents/jump?amppid=75952&view=pvt"
"3075793";"Betahistine EG compr. (séc.) 30 x 24 mg";"http://www.cbip.be/fr/contents/jump?amppid=75960";"http://www.cbip.be/fr/contents/jump?amppid=75960&view=pvt"
"1657691";"Betahistine EG compr. (séc.) 42 x 16 mg";"http://www.cbip.be/fr/contents/jump?amppid=26849";"http://www.cbip.be/fr/contents/jump?amppid=26849&view=pvt"
"1588631";"Betahistine Viatris compr. 84 x 16 mg";"http://www.cbip.be/fr/contents/jump?amppid=25205";"http://www.cbip.be/fr/contents/jump?amppid=25205&view=pvt"
"2678977";"Betahistine Viatris compr. (séc.) 60 x 24 mg";"http://www.cbip.be/fr/contents/jump?amppid=53843";"http://www.cbip.be/fr/contents/jump?amppid=53843&view=pvt"
"2678969";"Betahistine Viatris compr. (séc.) 100 x 24 mg";"http://www.cbip.be/fr/contents/jump?amppid=53835";"http://www.cbip.be/fr/contents/jump?amppid=53835&view=pvt"
"2725901";"Betahistine Sandoz compr. (séc.) 84 x 16 mg";"http://www.cbip.be/fr/contents/jump?amppid=106765";"http://www.cbip.be/fr/contents/jump?amppid=106765&view=pvt"
"1644756";"Betahistine Teva compr. (séc.) 100 x 16 mg";"http://www.cbip.be/fr/contents/jump?amppid=26518";"http://www.cbip.be/fr/contents/jump?amppid=26518&view=pvt"
"1644764";"Betahistine Teva compr. (séc.) 100 x 8 mg";"http://www.cbip.be/fr/contents/jump?amppid=26526";"http://www.cbip.be/fr/contents/jump?amppid=26526&view=pvt"
"0024935";"Betaserc compr. 100 x 8 mg";"http://www.cbip.be/fr/contents/jump?amppid=596";"http://www.cbip.be/fr/contents/jump?amppid=596&view=pvt"
"0102780";"Betnelan V 0,1 % sol. cut. 30 ml 1 mg / 1 g";"http://www.cbip.be/fr/contents/jump?amppid=4556";"http://www.cbip.be/fr/contents/jump?amppid=4556&view=pvt"
"0103895";"Betnelan V 0,1 % pommade 30 g 1 mg / 1 g";"http://www.cbip.be/fr/contents/jump?amppid=4630";"http://www.cbip.be/fr/contents/jump?amppid=4630&view=pvt"
"0012138";"Betoptic collyre sol. 5 ml 5 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=34";"http://www.cbip.be/fr/contents/jump?amppid=34&view=pvt"
"1073899";"Betoptic collyre susp. S. 5 ml 2,5 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=13664";"http://www.cbip.be/fr/contents/jump?amppid=13664&view=pvt"
"2510758";"Bicalutamide EG compr. pellic. 28 x 50 mg";"http://www.cbip.be/fr/contents/jump?amppid=45773";"http://www.cbip.be/fr/contents/jump?amppid=45773&view=pvt"
"1321413";"Biclar compr. pellic. Forte 10 x 500 mg";"http://www.cbip.be/fr/contents/jump?amppid=18010";"http://www.cbip.be/fr/contents/jump?amppid=18010&view=pvt"
"1375930";"Biclar sol. perf. à diluer (pdr) i.v. [flac.] 1 x 500 mg";"http://www.cbip.be/fr/contents/jump?amppid=19331";"http://www.cbip.be/fr/contents/jump?amppid=19331&view=pvt"
"1321389";"Biclar sirop susp. (gran.) 120 ml 125 mg / 5 ml";"http://www.cbip.be/fr/contents/jump?amppid=17996";"http://www.cbip.be/fr/contents/jump?amppid=17996&view=pvt"
"1635655";"Biclar sirop susp. (gran.) Kids 80 ml 250 mg / 5 ml";"http://www.cbip.be/fr/contents/jump?amppid=26203";"http://www.cbip.be/fr/contents/jump?amppid=26203&view=pvt"
"1321405";"Biclar compr. lib. modif. Uno 10 x 500 mg";"http://www.cbip.be/fr/contents/jump?amppid=18002";"http://www.cbip.be/fr/contents/jump?amppid=18002&view=pvt"
"2121200";"Biclar compr. lib. modif. Uno 20 x 500 mg";"http://www.cbip.be/fr/contents/jump?amppid=33753";"http://www.cbip.be/fr/contents/jump?amppid=33753&view=pvt"
"1264530";"Biofenac compr. pellic. 20 x 100 mg";"http://www.cbip.be/fr/contents/jump?amppid=16592";"http://www.cbip.be/fr/contents/jump?amppid=16592&view=pvt"
"3414109";"Bipressil 10/10 compr. pellic. 30 x";"http://www.cbip.be/fr/contents/jump?amppid=137554";"http://www.cbip.be/fr/contents/jump?amppid=137554&view=pvt"
"3414117";"Bipressil 10/10 compr. pellic. 90 x";"http://www.cbip.be/fr/contents/jump?amppid=137562";"http://www.cbip.be/fr/contents/jump?amppid=137562&view=pvt"
"3813144";"Bipressil (Impexeco) 10/10 compr. pellic. 90 x";"http://www.cbip.be/fr/contents/jump?amppid=165381";"http://www.cbip.be/fr/contents/jump?amppid=165381&view=pvt"
"3414174";"Bipressil 10/5 compr. pellic. 30 x";"http://www.cbip.be/fr/contents/jump?amppid=137539";"http://www.cbip.be/fr/contents/jump?amppid=137539&view=pvt"
"3414158";"Bipressil 5/10 compr. pellic. (séc.) 30 x";"http://www.cbip.be/fr/contents/jump?amppid=137513";"http://www.cbip.be/fr/contents/jump?amppid=137513&view=pvt"
"3414141";"Bipressil 5/10 compr. pellic. (séc.) 90 x";"http://www.cbip.be/fr/contents/jump?amppid=137521";"http://www.cbip.be/fr/contents/jump?amppid=137521&view=pvt"
"3414125";"Bipressil 5/5 compr. pellic. (séc.) 30 x";"http://www.cbip.be/fr/contents/jump?amppid=137497";"http://www.cbip.be/fr/contents/jump?amppid=137497&view=pvt"
"3414133";"Bipressil 5/5 compr. pellic. (séc.) 90 x";"http://www.cbip.be/fr/contents/jump?amppid=137505";"http://www.cbip.be/fr/contents/jump?amppid=137505&view=pvt"
"2663508";"Bisoprolol EG compr. (séc.) 100 x 2,5 mg";"http://www.cbip.be/fr/contents/jump?amppid=52910";"http://www.cbip.be/fr/contents/jump?amppid=52910&view=pvt"
"3028966";"Bisolvon Toux grasse sirop sol. (sans sucre) 200 ml 8 mg / 5 ml";"http://www.cbip.be/fr/contents/jump?amppid=74922";"http://www.cbip.be/fr/contents/jump?amppid=74922&view=pvt"
"2455418";"Bisoprolol EG compr. (séc.) 100 x 5 mg";"http://www.cbip.be/fr/contents/jump?amppid=44099";"http://www.cbip.be/fr/contents/jump?amppid=44099&view=pvt"
"2866390";"Bisoprolol Viatris compr. pellic. (séc.) 28 x 5 mg";"http://www.cbip.be/fr/contents/jump?amppid=77248";"http://www.cbip.be/fr/contents/jump?amppid=77248&view=pvt"
"3172152";"Bisoprolol Viatris compr. pellic. (séc.) 30 x 2,5 mg";"http://www.cbip.be/fr/contents/jump?amppid=109769";"http://www.cbip.be/fr/contents/jump?amppid=109769&view=pvt"
"1608694";"Bisoprolol Viatris compr. pellic. (séc.) 28 x 10 mg";"http://www.cbip.be/fr/contents/jump?amppid=25627";"http://www.cbip.be/fr/contents/jump?amppid=25627&view=pvt"
"2866457";"Bisoprolol Viatris compr. pellic. (séc.) 56 x 10 mg";"http://www.cbip.be/fr/contents/jump?amppid=77222";"http://www.cbip.be/fr/contents/jump?amppid=77222&view=pvt"
"2866408";"Bisoprolol Viatris compr. pellic. (séc.) 56 x 5 mg";"http://www.cbip.be/fr/contents/jump?amppid=77230";"http://www.cbip.be/fr/contents/jump?amppid=77230&view=pvt"
"1671809";"Bisoprolol Teva compr. pellic. 100 x 5 mg";"http://www.cbip.be/fr/contents/jump?amppid=27292";"http://www.cbip.be/fr/contents/jump?amppid=27292&view=pvt"
"3979499";"Bivalirudin Accord Healthcare sol. inj./perf. à diluer (pdr) i.v. [flac.] 5 x 250 mg";"http://www.cbip.be/fr/contents/jump?amppid=165134";"http://www.cbip.be/fr/contents/jump?amppid=165134&view=pvt"
"3491875";"Brufen compr. pellic. 20 x 400 mg";"http://www.cbip.be/fr/contents/jump?amppid=155010";"http://www.cbip.be/fr/contents/jump?amppid=155010&view=pvt"
"3083144";"Bisoprolol Teva compr. (séc.) 30 x 2,5 mg";"http://www.cbip.be/fr/contents/jump?amppid=77008";"http://www.cbip.be/fr/contents/jump?amppid=77008&view=pvt"
"0835041";"Bleu Patente V Guerbet sol. inj. s.c. [amp.] 5 x 2 ml 2,5 g / 100 ml";"http://www.cbip.be/fr/contents/jump?amppid=11825";"http://www.cbip.be/fr/contents/jump?amppid=11825&view=pvt"
"3500097";"Blissel gel vag. 30 g 50 µg / 1 g";"http://www.cbip.be/fr/contents/jump?amppid=153304";"http://www.cbip.be/fr/contents/jump?amppid=153304&view=pvt"
"2796035";"Bocouture sol. inj. (pdr) i.m. [flac.] 1 x 50 U";"http://www.cbip.be/fr/contents/jump?amppid=57273";"http://www.cbip.be/fr/contents/jump?amppid=57273&view=pvt"
"3661642";"Bosentan Accord compr. pellic. 56 x 62,5 mg";"http://www.cbip.be/fr/contents/jump?amppid=171702";"http://www.cbip.be/fr/contents/jump?amppid=171702&view=pvt"
"3661659";"Bosentan Accord compr. pellic. 56 x 125 mg";"http://www.cbip.be/fr/contents/jump?amppid=176222";"http://www.cbip.be/fr/contents/jump?amppid=176222&view=pvt"
"3814654";"Bortezomib EG 2,5 mg / 1 ml sol. inj./sol. inj. à diluer i.v./s.c. [flac.] 1 x 3,5 mg / 1,4 ml";"http://www.cbip.be/fr/contents/jump?amppid=162297";"http://www.cbip.be/fr/contents/jump?amppid=162297&view=pvt"
"0031229";"Bithiol Qualiphar 20 % pommade 22 g 200 mg / 1 g";"http://www.cbip.be/fr/contents/jump?amppid=893";"http://www.cbip.be/fr/contents/jump?amppid=893&view=pvt"
"1186022";"Botox sol. inj. (pdr) i.m./i.derm. [flac.] 1 x 100 U";"http://www.cbip.be/fr/contents/jump?amppid=15578";"http://www.cbip.be/fr/contents/jump?amppid=15578&view=pvt"
"3680477";"Braunoderm 9,1/455 sol. spray cut. (alc.) Coloré 20 x 250 ml";"http://www.cbip.be/fr/contents/jump?amppid=153890";"http://www.cbip.be/fr/contents/jump?amppid=153890&view=pvt"
"0389189";"Braunol sol. cut./vag. 30 ml 76,9 mg / 1 ml";"http://www.cbip.be/fr/contents/jump?amppid=8136";"http://www.cbip.be/fr/contents/jump?amppid=8136&view=pvt"
