"mppcv";"hyr_";"hyrcv";"ogc";"mpcv";"ouc";"mppnm";"VolgNr";"GalCV";"spef";"cq";"cu";"cfq";"cfu";"aq";"au";"afq";"afu";"atype";"cmucomb";"law";"ssecr";"pupr";"use";"note";"pos";"Content_";"GalNm_";"Index";"RemA";"RemW";"InnCnk";"VosNm_";"BT";"gdkp";"Excip";"Cheapest";"SpecRules";"Narcotic";"Amb";"Hosp"
"4182820";"BABBABB";"0002030";"G";"42887-554";"O";"Ghemaxan sol. inj. i.v./s.c. [ser. préremplie] 20x 6000UI anti-Xa/0,6ml";;"00154";;20;"x";;;;;0.0000;;;;"R";"b";65.2400;;;;;"sol. inj. i.v./s.c. [ser. préremplie]";60.5000;12.1000;8.0000;"10405";"énoxaparine injection 6 000 UI anti-Xa / 0,6 ml [NOVOS: biologique]";true;true;;false;false;false;true;false
"3594561";"LCBDEA";"0012211";"G";"43828-1289";"O";"Glatiramyl sol. inj. s.c. [ser. préremplie] 28x 20mg/1ml";;"00078";;28;"x";;;;;0.0000;;;;"R";"b4";492.4400;;;;;"sol. inj. s.c. [ser. préremplie]";43.2100;12.1000;8.0000;"14654";"glatiramère injection 20 mg / 1 ml [NOVOS: complexe non biologique]";false;true;;true;false;false;true;false
"2775187";"EACB";"0004358";"G";"11767-1636";"O";"Gliclazide Sandoz compr. lib. modif. 180x 30mg";;"00257";;180;"x";;;;;0.0000;;;;"R";"a";15.0300;;;;;"compr. lib. modif.";0.0000;0.0000;0.0000;"14670";"gliclazide oral (libér. modifiée) 30 mg";false;true;;true;false;false;true;false
"4237137";"LCBDEA";"0012211";"G";"43828-1289";"O";"Glatiramyl sol. inj. s.c. [ser. préremplie] 36x 40mg/1ml";;"00078";;36;"x";;;;;0.0000;;;;"R";"b4";1451.7500;;;;;"sol. inj. s.c. [ser. préremplie]";33.6100;12.1000;8.0000;"35493";"glatiramère injection 40 mg / 1 ml [NOVOS: complexe non biologique]";false;true;;true;false;false;true;false
"3412079";"EACB";"0004358";"G";"11767-1636";"O";"Gliclazide Sandoz compr. lib. modif. (séc.) 180x 60mg";;"00515";;180;"x";;;;;0.0000;;;;"R";"a";24.1200;;;;;"compr. lib. modif. (séc.)";0.0000;0.0000;0.0000;"14688";"gliclazide oral (libér. modifiée) 60 mg";false;true;;true;false;false;true;false
"2449619";"EACC";"0004366";"G";"11775-612";"O";"Glimepiride EG compr. (séc.) 90x 2mg";;"00019";;90;"x";;;;;0.0000;;;;"R";"a";13.9200;;;;;"compr. (séc.)";0.0000;0.0000;0.0000;"14704";"glimépiride oral 2 mg";false;true;;true;false;false;true;false
"2449601";"EACC";"0004366";"G";"11775-612";"O";"Glimepiride EG compr. (séc.) 90x 3mg";;"00019";;90;"x";;;;;0.0000;;;;"R";"a";17.9600;;;;;"compr. (séc.)";0.0000;0.0000;0.0000;"14712";"glimépiride oral 3 mg";false;true;;true;false;false;true;false
"2449627";"EACC";"0004366";"G";"11775-612";"O";"Glimepiride EG compr. (séc.) 90x 4mg";;"00019";;90;"x";;;;;0.0000;;;;"R";"a";22.1800;;;;;"compr. (séc.)";0.0000;0.0000;0.0000;"14720";"glimépiride oral 4 mg";false;true;;true;false;false;true;false
"2953214";"EACC";"0004366";"G";"11783-1636";"O";"Glimepiride Sandoz compr. (séc.) 120x 2mg";;"00019";;120;"x";;;;;0.0000;;;;"R";"a";15.0600;;;;;"compr. (séc.)";0.0000;0.0000;0.0000;"14704";"glimépiride oral 2 mg";false;true;;true;false;false;true;false
"2953248";"EACC";"0004366";"G";"11783-1636";"O";"Glimepiride Sandoz compr. (séc.) 120x 3mg";;"00019";;120;"x";;;;;0.0000;;;;"R";"a";19.9000;;;;;"compr. (séc.)";0.0000;0.0000;0.0000;"14712";"glimépiride oral 3 mg";false;true;;true;false;false;true;false
"2953164";"EACC";"0004366";"G";"11783-1636";"O";"Glimepiride Sandoz compr. (séc.) 120x 4mg";;"00019";;120;"x";;;;;0.0000;;;;"R";"a";24.4600;;;;;"compr. (séc.)";0.0000;0.0000;0.0000;"14720";"glimépiride oral 4 mg";false;true;;true;false;false;true;false
"2277655";"IDAA";"0021402";;"11866-1479";"O";"Glucosamine Pharma Nord gél. 270x 400mg";;"00012";;270;"x";;;;;0.0000;;;;;;32.8500;;;;;"gél.";12.1700;32.8500;32.8500;"14779";"glucosamine oral 400 mg";false;false;;false;false;false;true;false
"2277648";"IDAA";"0021402";;"11866-1479";"O";"Glucosamine Pharma Nord gél. 90x 400mg";;"00012";;90;"x";;;;;0.0000;;;;;;13.5000;;;;;"gél.";15.0000;13.5000;13.5000;"14779";"glucosamine oral 400 mg";false;false;;false;false;false;true;false
"0105619";"GBAD";"0006221";"G";"12625-182";"O";"Hytrin compr. 28x 5mg";;"00007";;28;"x";;;;;0.0000;;;;"R";"b4";15.0900;;;;;"compr.";11.7500;3.2900;1.9700;"30072";"térazosine oral 5 mg";false;true;;true;false;false;true;false
"4130191";"ADBA";"0000505";"B";"13169-1289";"O";"Inspra compr. pellic. 28x 25mg";;"00004";;28;"x";;;;;0.0000;;;;"R";"b4";19.9100;;;;;"compr. pellic.";17.5400;4.9100;2.9500;"10629";"éplérénone oral 25 mg";false;false;;false;false;false;true;false
"2179331";"TAAFB";"0021022";;"31369-1784";"O";"Glucose Sterop 100 mg/1 ml sol. perf. i.v. [amp.] 10x 1g/10ml";;"00162";;10;"x";;;;;0.0000;;;;"R";;15.0100;;;;;"sol. perf. i.v. [amp.]";150.1000;15.0100;15.0100;"34645";"glucose perfusion 10%";false;false;;false;false;false;true;false
"2179356";"TAAFB";"0021022";;"31369-1784";"O";"Glucose Sterop 200 mg/1 ml sol. perf. i.v. [amp.] 10x 2g/10ml";;"00162";;10;"x";;;;;0.0000;;;;"R";;15.0100;;;;;"sol. perf. i.v. [amp.]";150.1000;15.0100;15.0100;"34637";"glucose perfusion 20%";false;false;;false;false;false;true;false
"2179372";"TAAFB";"0021022";;"31369-1784";"O";"Glucose Sterop 200 mg/1 ml sol. perf. i.v. [amp.] 10x 4g/20ml";;"00162";;10;"x";;;;;0.0000;;;;"R";;20.6800;;;;;"sol. perf. i.v. [amp.]";206.8000;20.6800;20.6800;"34637";"glucose perfusion 20%";false;false;;false;false;false;true;false
"2179398";"TAAFB";"0021022";;"31369-1784";"O";"Glucose Sterop 300 mg/1 ml sol. perf. i.v. [amp.] 10x 3g/10ml";;"00162";;10;"x";;;;;0.0000;;;;"R";;20.6900;;;;;"sol. perf. i.v. [amp.]";206.9000;20.6900;20.6900;"34629";"glucose perfusion 30%";false;false;;false;false;false;true;false
"2179414";"TAAFB";"0021022";;"31369-1784";"O";"Glucose Sterop 300 mg/1 ml sol. perf. i.v. [amp.] 10x 6g/20ml";;"00162";;10;"x";;;;;0.0000;;;;"R";;20.6900;;;;;"sol. perf. i.v. [amp.]";206.9000;20.6900;20.6900;"34629";"glucose perfusion 30%";false;false;;false;false;false;true;false
"2179463";"TAAFB";"0021022";;"31369-1784";"O";"Glucose Sterop 500 mg/1 ml sol. perf. i.v. [amp.] 10x 10g/20ml";;"00162";;10;"x";;;;;0.0000;;;;"R";;21.6700;;;;;"sol. perf. i.v. [amp.]";216.7000;21.6700;21.6700;"34611";"glucose perfusion 50%";false;false;;false;false;false;true;false
"2179448";"TAAFB";"0021022";;"31369-1784";"O";"Glucose Sterop 500 mg/1 ml sol. perf. i.v. [amp.] 10x 5g/10ml";;"00162";;10;"x";;;;;0.0000;;;;"R";;18.4400;;;;;"sol. perf. i.v. [amp.]";184.4000;18.4400;18.4400;"34611";"glucose perfusion 50%";false;false;;false;false;false;true;false
"1586387";"CEGA";"0003251";;"11882-968";"O";"Glycerine Suppo's Kela supp. Adulte 100x 2,4g";;"00277";;100;"x";;;;;0.0000;;;;;;28.1500;;;;;"supp. Adulte";28.1500;28.1500;28.1500;"14829";"glycérol rectal 2,4 g";false;false;;false;false;false;true;false
"1586379";"CEGA";"0003251";;"11882-968";"O";"Glycerine Suppo's Kela supp. Adulte 10x 2,4g";;"00277";;10;"x";;;;;0.0000;;;;;;4.2100;;;;;"supp. Adulte";42.1000;4.2100;4.2100;"14829";"glycérol rectal 2,4 g";false;false;;false;false;false;true;false
"0173336";"CEGA";"0003251";;"11890-1016";"O";"Suppositoires à la Glycerine Lambo supp. Enfant 10x 1,3g";;"00276";;10;"x";;;;;0.0000;;;;;;4.6900;;;;;"supp. Enfant";46.9000;4.6900;4.6900;"14811";"glycérol rectal 1,3 g";false;false;;false;false;false;true;false
"0173419";"CEGA";"0003251";;"11890-1016";"O";"Suppositoires à la Glycerine Lambo supp. Adulte 100x 2,4g";;"00277";;100;"x";;;;;0.0000;;;;;;30.9400;;;;;"supp. Adulte";30.9400;30.9400;30.9400;"14829";"glycérol rectal 2,4 g";false;false;;false;false;false;true;false
"0173393";"CEGA";"0003251";;"11890-1016";"O";"Suppositoires à la Glycerine Lambo supp. Adulte 10x 2,4g";;"00277";;10;"x";;;;;0.0000;;;;;;4.9500;;;;;"supp. Adulte";49.5000;4.9500;4.9500;"14829";"glycérol rectal 2,4 g";false;false;;false;false;false;true;false
"0173294";"CEGA";"0003251";;"11890-1016";"O";"Suppositoires à la Glycerine Lambo supp. Bébé 10x 0,65g";;"00280";;10;"x";;;;;0.0000;;;;;;4.6300;;;;;"supp. Bébé";46.3000;4.6300;4.6300;"14787";"glycérol rectal 0,65 g";false;false;;false;false;false;true;false
"2815298";"QDAA";"0016014";;"11916-1743";"U";"Golaseptine-Lidocaine 5/1 compr. à sucer orophar. 40x";;"00098";;40;"x";;;;;0.0000;;;;;;10.9400;;;;;"compr. à sucer orophar.";27.3500;10.9400;10.9400;"6270";"chlorhexidine + lidocaïne oropharyngé 5 mg + 1 mg [no switch: local]";false;false;;false;false;false;true;false
"2716884";"ECFD";"0005892";;"11932-661";"O";"Gonapeptyl sol. inj. s.c. Daily [ser. préremplie] 7x 0,1mg/1ml";;"00543";;7;"x";;;;;0.0000;;;;"R";;42.1400;;;;;"sol. inj. s.c. Daily [ser. préremplie]";602.0000;42.1400;42.1400;"31435";"triptoréline injection 0,1 mg / 1 ml";false;false;;false;false;false;true;false
"2340289";"FBAAE";"0005371";;"11940-232";"C";"Gracial compr. 13x22 (7x+15x)";;"00007";;13;"x";22.0000;"x";;;0.0000;;;"7+15";"R";"J";61.9200;;;;;"compr.";8.0100;22.9200;22.9200;"33100";"éthinylestradiol + désogestrel oral 0,04 mg + 0,025 mg (I) + éthinylestradiol + désogestrel oral 0,03 mg + 0,125 mg (II) [NOVOS: contraception multiphasique]";false;false;;false;false;false;true;false
"1174978";"FBAAE";"0005371";;"11940-232";"C";"Gracial compr. 3x22 (7x+15x)";;"00007";;3;"x";22.0000;"x";;;0.0000;;;"7+15";"R";"J";24.7800;;;;;"compr.";23.9100;15.7800;15.7800;"33100";"éthinylestradiol + désogestrel oral 0,04 mg + 0,025 mg (I) + éthinylestradiol + désogestrel oral 0,03 mg + 0,125 mg (II) [NOVOS: contraception multiphasique]";false;false;;false;false;false;true;false
"1308873";"BCCB";"0017525";"B";"11999-1453";"O";"Granocyte sol. inj./perf. (pdr+solv.) i.v./s.c. [flac.+ser. préremplie] 5x 33,6MUI";;"00226";;5;"x";;;;"s";1.0000;"ml";;;"R";"a4";382.2400;;;;;"sol. inj./perf. (pdr + solv.) i.v./s.c. [flac. + ser. préremplie]";0.0000;0.0000;0.0000;"18689";"lénograstime injection/perfusion 33,6 MUI [NOVOS: biologique]";false;false;;false;false;false;true;false
"2981256";"LDBB";"0025866";;"12005-141";"O";"Grazax lyophilisat subling. 100x 75000SQ-T";;"00079";;100;"x";;;;;0.0000;;;;"R";;285.8000;;;;;"lyophilisat subling.";285.8000;285.8000;285.8000;"1164";"extrait allergénique de pollen de 1 graminée sublingual 75 000 SQ-T [NOVOS: biologique]";false;false;;false;false;false;true;false
"2981249";"LDBB";"0025866";;"12005-141";"O";"Grazax lyophilisat subling. 30x 75000SQ-T";;"00079";;30;"x";;;;;0.0000;;;;"R";;92.8800;;;;;"lyophilisat subling.";309.6000;92.8800;92.8800;"1164";"extrait allergénique de pollen de 1 graminée sublingual 75 000 SQ-T [NOVOS: biologique]";false;false;;false;false;false;true;false
"0113969";"FAAAC";"8904062";"B";"12013-943";"O";"Gyno-Daktarin crème vag. 78g 20mg/1g";;"00140";;1;"x";78.0000;"g";;;0.0000;;;;;"b";11.8700;;"+ 16 applic.";;;"crème vag.";2.8200;2.2000;1.3200;"21550";"miconazole vaginal 20 mg / 1 g [no switch: local]";false;false;;true;false;false;true;false
"2977049";"MAECA";"0019737";;"12096-562";"O";"Halaven 0,44 mg/1 ml sol. inj. i.v. [flac.] 1x 0,88mg/2ml";;"00035";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"sol. inj. i.v. [flac.]";0.0000;0.0000;0.0000;"11064";"éribuline injection 0,88 mg / 2 ml [no switch: onco]";false;false;;true;false;false;true;false
"2322675";"FAAAB";"8904070";"B";"12054-2626";"O";"Gynoxin ovule 1x 600mg";;"00172";;1;"x";;;;;0.0000;;;;"R";"b";8.6000;;;;;"ovule";109.0000;1.0900;0.6500;"12690";"fenticonazole vaginal 600 mg [no switch: local]";false;false;;true;false;false;true;false
"2322691";"FAAAB";"8904070";"B";"12054-2626";"O";"Gynoxin ovule 3x 200mg";;"00172";;3;"x";;;;;0.0000;;;;"R";"b";8.5800;;;;;"ovule";36.0000;1.0800;0.6500;"12674";"fenticonazole vaginal 200 mg [no switch: local]";false;false;;true;false;false;true;false
"2322683";"FAAAB";"8904070";"B";"12054-2626";"O";"Gynoxin crème vag. 35g 20mg/1g";;"00140";;1;"x";35.0000;"g";;;0.0000;;;;"R";"b";8.7200;;"+ 7 applic.";;;"crème vag.";3.2600;1.1400;0.6800;"12682";"fenticonazole vaginal 20 mg / 1 g [no switch: local]";false;false;;true;false;false;true;false
"1378785";"BBAC";"0013474";"B";"12088-513";"U";"Haemate P sol. inj./perf. (pdr+solv.) i.v. [2x flac.] 1000UI+2400UI";;"00034";;1;"x";;;;"s";15.0000;"ml";;;"R";"a4";1019.2900;;"aussi en cas d'hémophilie acquise";;;"sol. inj./perf. (pdr + solv.) i.v. [2x flac.]";0.0000;0.0000;0.0000;"12112";"facteur VIII + facteur von Willebrand injection/perfusion 1 000 UI + 2 400 UI [NOVOS: biologique]";false;false;;false;false;false;true;false
"1378793";"BBAC";"0013474";"B";"12088-513";"U";"Haemate P sol. inj./perf. (pdr+solv.) i.v. [2x flac.] 500UI+1200UI";;"00034";;1;"x";;;;"s";10.0000;"ml";;;"R";"a4";517.4500;;"aussi en cas d'hémophilie acquise";;;"sol. inj./perf. (pdr + solv.) i.v. [2x flac.]";0.0000;0.0000;0.0000;"12138";"facteur VIII + facteur von Willebrand injection/perfusion 500 UI + 1 200 UI [NOVOS: biologique]";false;false;;false;false;false;true;false
"3983293";"MBBEA";"8900623";;"38216-1446";"O";"Ibrance compr. pellic. 21x 75mg";;"00004";;21;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"compr. pellic.";0.0000;0.0000;0.0000;"38315";"palbociclib oral 75 mg [no switch: onco]";false;false;;true;false;false;true;false
"0047779";"JBBAC";"0020107";"B";"12112-2915";"O";"Haldol 50 mg/1 ml sol. inj. lib. prol. i.m. Decanoas [amp.] 1x 50mg/1ml";;"00514";;1;"x";;;;;0.0000;;;;"R";"b";12.1700;;;;;"sol. inj. lib. prol. i.m. Decanoas [amp.]";230.0000;2.3000;1.3800;"15438";"halopéridol injection (libér. modifiée) 50 mg / 1 ml";false;false;;true;false;false;true;false
"0114595";"JBBAC";"0020107";"B";"12112-2915";"O";"Haldol gtts sol. 30ml 2mg/1ml";;"00025";;1;"x";30.0000;"ml";;;0.0000;;;;"R";"b";8.2000;;"1 ml = 20 gouttes = 2 mg";;;"gtts sol.";3.1700;0.9500;0.5700;"15412";"halopéridol oral 2 mg / 1 ml";false;false;;true;false;false;true;false
"0046128";"JBBAC";"0020107";"B";"12112-2915";"O";"Haldol sol. inj. i.m. [amp.] 5x 5mg/1ml";;"00219";;5;"x";;;;;0.0000;;;;"R";"b";8.5900;;;;;"sol. inj. i.m. [amp.]";21.8000;1.0900;0.6500;"15446";"halopéridol injection 5 mg / 1 ml";false;false;;true;false;false;true;false
"0822999";"JBBAC";"0020107";"B";"12112-2915";"O";"Haldol sol. inj. lib. prol. i.m. Decanoas [amp.] 1x 100mg/1ml";;"00514";;1;"x";;;;;0.0000;;;;"R";"b";16.2800;;;;;"sol. inj. lib. prol. i.m. Decanoas [amp.]";369.0000;3.6900;2.2100;"15396";"halopéridol injection (libér. modifiée) 100 mg / 1 ml";false;false;;true;false;false;true;false
"0046177";"JBBAC";"0020107";"B";"12112-2915";"O";"Haldol compr. (séc.) 25x 5mg";;"00019";;25;"x";;;;;0.0000;;;;"R";"b";11.5800;;;;;"compr. (séc.)";8.4000;2.1000;1.2600;"15453";"halopéridol oral 5 mg";false;false;;true;false;false;true;false
"3260619";"KDEE";"0025221";;"32011-794";"U";"Harvoni 90/400 compr. pellic. 28x";;"00004";;28;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"compr. pellic.";0.0000;0.0000;0.0000;"35170";"lédipasvir + sofosbuvir oral 90 mg + 400 mg";false;false;;true;false;false;true;false
"1149939";"LAAFA";"0011338";;"12146-828";"O";"Havrix susp. inj. i.m./s.c. [ser. préremplie] 1x 1440U.Elisa/1ml";;"00095";;1;"x";;;;;0.0000;;;;"R";;45.6600;;"s.c.: exceptionnellement, voir RCP; 720 U: à partir de l'âge d'un an et jusqu'à 15 ans; 1.140 U: à partir de l'âge de 16 ans; contient: aluminium et néomycine";;;"susp. inj. i.m./s.c. [ser. préremplie]";4566.0000;45.6600;45.6600;"15503";"virus de l'hépatite A injection 1 440 U.Elisa / 1 ml [NOVOS: biologique]";false;false;;false;false;false;true;false
"2918472";"FBAAD";"0005363";;"12179-3103";"U";"Helen 0,03/2 compr. pellic. 13x21";;"00004";;13;"x";21.0000;"x";;;0.0000;;;;"R";"J";68.6400;;;;;"compr. pellic.";10.8600;29.6400;29.6400;"11627";"éthinylestradiol + chlormadinone oral 0,03 mg + 2 mg [no switch: contraception orale]";true;false;;false;false;false;true;false
"2891059";"FBAAD";"0005363";;"12179-3103";"U";"Helen 0,03/2 compr. pellic. 6x21";;"00004";;6;"x";21.0000;"x";;;0.0000;;;;"R";"J";39.6000;;;;;"compr. pellic.";17.1400;21.6000;21.6000;"11627";"éthinylestradiol + chlormadinone oral 0,03 mg + 2 mg [no switch: contraception orale]";true;false;;false;false;false;true;false
"1244524";"KABBB";"0009845";"G";"12187-1289";"O";"Heliclar compr. enr. 21x 500mg";;"00040";;21;"x";;;;;0.0000;;;;"R";"c";22.1800;;;;;"compr. enr.";54.1400;11.3700;9.9000;"6940";"clarithromycine oral 500 mg";false;true;;true;false;false;true;false
"1770353";"LBBA";"0011890";;"12211-414";"O";"Hepacaf sol. perf. (pdr+solv.) i.v. [2x flac.] 1x 5000UI";;"00306";;1;"x";;;;"s";100.0000;"ml";;;;;0.0000;"H";;;;"sol. perf. (pdr + solv.) i.v. [2x flac.]";0.0000;0.0000;0.0000;"16766";"immunoglobulines antihépatite B perfusion 5 000 UI [NOVOS: biologique]";false;false;;false;false;false;true;false
"1406453";"BABBAAA";"0002006";;"12229-1040";"O";"Heparine Leo sol. inj./perf. i.v. [flac.] 10x10ml 100UI/1ml";;"00113";;10;"x";10.0000;"ml";;;0.0000;;;;"R";;33.6700;;;;;"sol. inj./perf. i.v. [flac.]";33.6700;33.6700;33.6700;"15479";"héparine injection/perfusion 100 UI / 1 ml [NOVOS: biologique]";false;false;;false;false;false;true;false
"1361559";"BABBAAA";"0002006";;"12229-1040";"O";"Heparine Leo sol. inj./perf. i.v. [flac.] 50x5ml 5000UI/1ml";;"00113";;50;"x";5.0000;"ml";;;0.0000;;;;;;0.0000;"H";;;;"sol. inj./perf. i.v. [flac.]";0.0000;0.0000;0.0000;"15487";"héparine injection/perfusion 5 000 UI / 1 ml [NOVOS: biologique]";false;false;;false;false;false;true;false
"3690047";"FCCA";"0005728";;"12278-3103";"O";"Heria compr. 6x28x 2,5mg";;"00007";;6;"x";28.0000;"x";;;0.0000;;;;"R";;62.1500;;;;;"compr.";36.9900;62.1500;62.1500;"30478";"tibolone oral 2,5 mg";false;false;;false;false;false;true;false
"2901742";"BABBAAA";"0002006";;"12237-265";"O";"Heparine Natrium B. Braun sol. inj./perf. i.v. [flac.] 10x5ml 5000UI/1ml";;"00113";;10;"x";5.0000;"ml";;;0.0000;;;;;;0.0000;"H";;;;"sol. inj./perf. i.v. [flac.]";0.0000;0.0000;0.0000;"15487";"héparine injection/perfusion 5 000 UI / 1 ml [NOVOS: biologique]";false;false;;false;false;false;true;false
"3756707";"TDA";"0018671";;"40170-2360";"U";"Hepeel compr. 250x";;"00007";;250;"x";;;;;0.0000;;;;;;39.9500;;;;;"compr.";15.9800;39.9500;39.9500;"39784";"homéopathie groupe Hepeel oral [NOVOS: médicament homéopathique]";false;false;;false;false;false;true;false
"0115055";"OAAG";"0013912";;"12294-1164";"O";"Hexomedine sol. cut. (alc.) Transdermique 45ml 1,5mg/1ml";;"00571";;1;"x";45.0000;"ml";;;0.0000;;;;;;5.7700;;;;;"sol. cut. (alc.) Transdermique";12.8200;5.7700;5.7700;"15651";"hexamidine diisétionate solution cutané 1,5 mg / 1 ml [no switch: local]";false;false;;false;false;false;true;false
"3050176";"LACGA";"0018481";;"12328-2097";"U";"Hexyon susp. inj. i.m. [ser. préremplie] 1x0,5ml";;"00077";;1;"x";0.5000;"ml";;;0.0000;;;;"R";;53.6600;;"contient: aluminium, néomycine, polymyxine B et streptomycine";;;"susp. inj. i.m. [ser. préremplie]";10732.0000;53.6600;53.6600;"15701";"vaccin hexavalent injectable pour nourrissons [NOVOS: biologique]";false;false;;false;false;false;true;false
"2107423";"QDBA";"0016030";;"12302-943";"O";"Hextril 0,1 % gargarisme/bain de bouche 400ml 5mg/5ml";;"00450";;1;"x";400.0000;"ml";;;0.0000;;;;;;10.4700;;;;;"gargarisme/bain de bouche";2.6200;10.4700;10.4700;"15719";"hexétidine oromuqueux/oropharyngé 5 mg / 5 ml [no switch: local]";false;false;;false;false;false;true;false
"4227138";"PIAA";"0016782";;"43117-3210";"O";"Iluvien implant (applic.) i.vitr. 1x 190µg";;"00451";;1;"x";;;;;0.0000;;;;;;0.0000;"H";;;;"implant (applic.) i.vitr.";0.0000;0.0000;0.0000;"44123";"fluocinolone intravitréen (implant) 190 µg";false;false;;true;false;false;true;false
"2430262";"SDA";"0016360";;"12310-3368";"O";"Hexvix sol. (pdr+solv.) i.vésic. [2x flac.] 1x 85mg";;"00501";;1;"x";;;;"s";50.0000;"ml";;;;;0.0000;"H";;;;"sol. (pdr + solv.) i.vésic. [2x flac.]";0.0000;0.0000;0.0000;"15685";"hexyl aminolévulinate instillation 85 mg";false;false;;true;false;false;true;false
"3816345";"OAAC";"0013813";;"12344-1230";"O";"Hibiscrub savon 1x125ml 40mg/1ml";;"00137";;1;"x";125.0000;"ml";;;0.0000;;;;;;7.1200;;;;;"savon";5.7000;7.1200;7.1200;"6221";"chlorhexidine digluconate savon cutané 40 mg / 1 ml [no switch: local]";false;false;;false;false;false;true;false
"2599348";"OAAC";"0013813";;"12344-1230";"O";"Hibiscrub savon 1x250ml 40mg/1ml";;"00137";;1;"x";250.0000;"ml";;;0.0000;;;;;;8.5400;;;;;"savon";3.4200;8.5400;8.5400;"6221";"chlorhexidine digluconate savon cutané 40 mg / 1 ml [no switch: local]";false;false;;false;false;false;true;false
"0047639";"OAAC";"0013813";;"12344-1230";"O";"Hibiscrub savon 1x500ml 40mg/1ml";;"00137";;1;"x";500.0000;"ml";;;0.0000;;;;;;13.1700;;;;;"savon";2.6300;13.1700;13.1700;"6221";"chlorhexidine digluconate savon cutané 40 mg / 1 ml [no switch: local]";false;false;;false;false;false;true;false
"1436005";"OAAC";"0013813";;"12344-1230";"O";"Hibiscrub savon (unidose) 24x25ml 40mg/1ml";;"00639";;24;"x";25.0000;"ml";;;0.0000;;;;;;38.7600;;;;;"savon (unidose)";6.4600;38.7600;38.7600;"6221";"chlorhexidine digluconate savon cutané 40 mg / 1 ml [no switch: local]";false;false;;false;false;false;true;false
"0047548";"OAAC";"0013813";;"12344-1230";"O";"Hibiscrub savon 1x5l 40mg/1ml";;"00137";;1;"x";5.0000;"l";;;0.0000;;;;;;67.4900;;;;;"savon";1349.8000;67.4900;67.4900;"6221";"chlorhexidine digluconate savon cutané 40 mg / 1 ml [no switch: local]";false;false;;false;false;false;true;false
"0047662";"OEA";"0014407";;"12369-1305";"O";"Hirudoid crème 100g 3mg/1g";;"00048";;1;"x";100.0000;"g";;;0.0000;;;;;;16.3500;;;;;"crème";16.3500;16.3500;16.3500;"22285";"mucopolysaccharide polysulfate crème cutané 3 mg / 1 g [NOVOS: biologique]";false;false;;false;false;false;true;false
"0826024";"OEA";"0014407";;"12369-1305";"O";"Hirudoid crème 50g 3mg/1g";;"00048";;1;"x";50.0000;"g";;;0.0000;;;;;;10.6000;;;;;"crème";21.2000;10.6000;10.6000;"22285";"mucopolysaccharide polysulfate crème cutané 3 mg / 1 g [NOVOS: biologique]";false;false;;false;false;false;true;false
"0115196";"OEA";"0014407";;"12369-1305";"O";"Hirudoid gel 100g 3mg/1g";;"00005";;1;"x";100.0000;"g";;;0.0000;;;;;;16.3500;;;;;"gel";16.3500;16.3500;16.3500;"22293";"mucopolysaccharide polysulfate gel cutané 3 mg / 1 g [NOVOS: biologique]";false;false;;false;false;false;true;false
"0826032";"OEA";"0014407";;"12369-1305";"O";"Hirudoid gel 50g 3mg/1g";;"00005";;1;"x";50.0000;"g";;;0.0000;;;;;;10.6000;;;;;"gel";21.2000;10.6000;10.6000;"22293";"mucopolysaccharide polysulfate gel cutané 3 mg / 1 g [NOVOS: biologique]";false;false;;false;false;false;true;false
"3280799";"TDA";"0018671";;"32615-2352";"U";"Homeoptic collyre sol. (unidose) 30x0,4ml";;"00609";;30;"x";0.4000;"ml";;;0.0000;;;;;;16.5100;;;;;"collyre sol. (unidose)";137.5800;16.5100;16.5100;"35741";"homéopathie groupe Homeoptic ophtalmique [NOVOS: médicament homéopathique]";false;false;;false;false;false;true;false
"3280781";"TDA";"0018671";;"32615-2352";"U";"Homeoptic collyre sol. (unidose) 10x0,4ml";;"00609";;10;"x";0.4000;"ml";;;0.0000;;;;;;8.6400;;;;;"collyre sol. (unidose)";216.0000;8.6400;8.6400;"35741";"homéopathie groupe Homeoptic ophtalmique [NOVOS: médicament homéopathique]";false;false;;false;false;false;true;false
"3531555";"OAAM";"0013946";;"33902-1602";"U";"Hospaq 5/0,5 sol. cut. 250ml";;"00058";;1;"x";250.0000;"ml";;;0.0000;;;;;;8.0000;;;;;"sol. cut.";3.2000;8.0000;8.0000;"5983";"cétrimide + chlorhexidine digluconate solution cutané 5 mg + 0,5 mg / 1 ml [no switch: local]";false;false;;false;false;false;true;false
"4423166";"IAABB";"0006866";"G";"44826-2485";"O";"Ibuprofen AB compr. pellic. (séc.) 100x 400mg";;"00043";;100;"x";;;;;0.0000;;;;;"b";8.8100;;;;;"compr. pellic. (séc.)";1.1600;1.1600;0.7000;"16279";"ibuprofène oral 400 mg";false;true;;true;false;false;true;false
"1390442";"EAACA";"0004234";"B";"12450-570";"O";"Humuline NPH susp. inj. s.c. Cartridge [cart.] 5x3ml 100UI/1ml";;"00386";;5;"x";3.0000;"ml";;;0.0000;;;;"R";"a";33.8600;;;;;"susp. inj. s.c. Cartridge [cart.]";0.0000;0.0000;0.0000;"17111";"insuline isophane injection 100 UI / 1 ml [NOVOS: biologique]";false;false;;false;false;false;true;false
