"StofCV";"nInNm";"fInNm";"NBase";"NInNmX";"NSaltEstr";"FBase";"FInNmX";"FSaltEstr";"Amb";"Hosp"
"01177";"mianserine";"miansérine";"mianserine";;;"miansérine";;;true;false
"01206";"morfine";"morphine";"morfine";;;"morphine";;;true;false
"01229";"nalmefeen";"nalméfène";"nalmefeen";;;"nalméfène";;;true;false
"01557";"rivastigmine waterstoftartraat";"rivastigmine hydrogénotartrate";"rivastigmine";;"waterstoftartraat";"rivastigmine";;"hydrogénotartrate";true;false
"01771";"tramazoline hydrochloride";"tramazoline chlorhydrate";"tramazoline";;"hydrochloride";"tramazoline";;"chlorhydrate";true;false
"01772";"tranexaminezuur";"acide tranexamique";"tranexaminezuur";;;"acide tranexamique";;;true;false
"01775";"trazodon";"trazodone";"trazodon";;;"trazodone";;;true;false
"01777";"tretinoïne";"trétinoïne";"tretinoïne";;;"trétinoïne";;;true;false
"01778";"triamcinolon";"triamcinolone";"triamcinolon";;;"triamcinolone";;;true;false
"01779";"triamcinolon acetonide";"triamcinolone acétonide";"triamcinolon";;"acetonide";"triamcinolone";;"acétonide";true;false
"01780";"triamtereen";"triamtérène";"triamtereen";;;"triamtérène";;;true;false
"01782";"trihexyfenidyl";"trihexyphénidyle";"trihexyfenidyl";;;"trihexyphénidyle";;;true;false
"01593";"saxagliptine";"saxagliptine";"saxagliptine";;;"saxagliptine";;;true;false
"02053";"ponatinib hydrochloride";"ponatinib chlorhydrate";"ponatinib";;"hydrochloride";"ponatinib";;"chlorhydrate";true;false
"02050";"dulaglutide";"dulaglutide";"dulaglutide";"[biologisch, biosynthetisch]";;"dulaglutide";"[biologique, biosynthétique]";;true;false
"02043";"apremilast";"aprémilast";"apremilast";;;"aprémilast";;;true;false
"02031";"ledipasvir";"lédipasvir";"ledipasvir";;;"lédipasvir";;;true;false
"01271";"nilotinib hydrochloride";"nilotinib chlorhydrate";"nilotinib";"monohydraat";"hydrochloride";"nilotinib";"monohydraté";"chlorhydrate";true;false
"01783";"trihexyfenidyl hydrochloride";"trihexyphénidyle chlorhydrate";"trihexyfenidyl";;"hydrochloride";"trihexyphénidyle";;"chlorhydrate";true;false
"01784";"trimethoprim";"triméthoprime";"trimethoprim";;;"triméthoprime";;;true;false
"01785";"triptoreline";"triptoréline";"triptoreline";;;"triptoréline";;;true;false
"01786";"triptoreline acetaat";"triptoréline acétate";"triptoreline";;"acetaat";"triptoréline";;"acétate";true;false
"01787";"triptoreline embonaat";"triptoréline embonate";"triptoreline";;"embonaat";"triptoréline";;"embonate";true;false
"01788";"triptoreline pamoaat";"triptoréline pamoate";"triptoreline";;"pamoaat";"triptoréline";;"pamoate";true;false
"01789";"trombine";"thrombine";"trombine";"[biologisch, humaan plasma]";;"thrombine";"[biologique, plasma humain]";;true;false
"01791";"tropisetron";"tropisétron";"tropisetron";;;"tropisétron";;;true;false
"02128";"esomeprazol magnesium";"ésoméprazole magnésium";"esomeprazol";"trihydraat";"magnesium";"ésoméprazole";"trihydraté";"magnésium";true;false
"01792";"tropisetron hydrochloride";"tropisétron chlorhydrate";"tropisetron";;"hydrochloride";"tropisétron";;"chlorhydrate";true;false
"01793";"troxerutine";"troxérutine";"troxerutine";"[plantaardig]";;"troxérutine";"[végétal]";;true;false
"01794";"tuberculine";"tuberculine";"tuberculine";"[bacterieel, biologisch]";;"tuberculine";"[bactérien, biologique]";;true;false
"01795";"tyrothricine";"tyrothricine";"tyrothricine";"[bacterieel]";;"tyrothricine";"[bactérien]";;true;false
"00053";"alimemazine";"alimémazine";"alimemazine";;;"alimémazine";;;true;false
"01801";"ustekinumab";"ustékinumab";"ustekinumab";"[biologisch, biosynthetisch]";;"ustékinumab";"[biologique, biosynthétique]";;true;false
"01803";"valaciclovir hydrochloride";"valaciclovir chlorhydrate";"valaciclovir";;"hydrochloride";"valaciclovir";;"chlorhydrate";true;false
"00855";"hepatitis B-virus (oppervlakte-antigenen)";"virus de l'hépatite B (antigènes de surface)";"hepatitis B-virus";"oppervlakte-antigenen [biologisch, biosynthetisch]";;"virus de l'hépatite B";"antigènes de surface [biologique, biosynthétique]";;true;false
"01840";"voriconazol";"voriconazole";"voriconazol";;;"voriconazole";;;true;false
"02025";"Harpagophytum (poeder)";"Harpagophytum (poudre)";"Harpagophytum";"poeder [plantaardig]";;"Harpagophytum";"poudre [végétal]";;true;false
"00978";"kalium gluconaat";"potassium gluconate";"kalium";;"gluconaat";"potassium";;"gluconate";true;false
"01807";"valproïnezuur";"acide valproïque";"valproïnezuur";;;"acide valproïque";;;true;false
"01808";"valproaat natrium";"valproate sodium";"valproaat";;"natrium";"valproate";;"sodium";true;false
"01810";"vancomycine";"vancomycine";"vancomycine";"[bacterieel]";;"vancomycine";"[bactérien]";;true;false
"01811";"vancomycine hydrochloride";"vancomycine chlorhydrate";"vancomycine";"[bacterieel]";"hydrochloride";"vancomycine";"[bactérien]";"chlorhydrate";true;false
"01812";"vandetanib";"vandétanib";"vandetanib";;;"vandétanib";;;true;false
"01081";"magnesium carbonaat";"magnésium carbonate";"magnesium";;"carbonaat";"magnésium";;"carbonate";true;false
"01083";"magnesium gluconaat";"magnésium gluconate";"magnesium";;"gluconaat";"magnésium";;"gluconate";true;false
"01247";"natrium sulfaat";"sodium sulfate";"natrium";;"sulfaat";"sodium";;"sulfate";true;false
"01813";"vardenafil";"vardénafil";"vardenafil";;;"vardénafil";;;true;false
"01815";"varenicline";"varénicline";"varenicline";;;"varénicline";;;true;false
"01816";"varenicline tartraat";"varénicline tartrate";"varenicline";;"tartraat";"varénicline";;"tartrate";true;false
"01817";"varicellavirus (levend verzwakt)";"virus de la varicelle (vivants atténués)";"varicellavirus";"levend verzwakt [biologisch, viraal]";;"virus de la varicelle";"vivants atténués [biologique, viral]";;true;false
"01820";"vecuronium bromide";"vécuronium bromure";"vecuronium";;"bromide";"vécuronium";;"bromure";true;false
"02099";"lidocaïne hydrochloride";"lidocaïne chlorhydrate";"lidocaïne";"watervrij";"hydrochloride";"lidocaïne";"anhydre";"chlorhydrate";true;false
"00778";"foscarnet trinatrium";"foscarnet trisodium";"foscarnet";"hexahydraat";"trinatrium";"foscarnet";"hexahydraté";"trisodium";true;false
"00727";"flucloxacilline magnesium";"flucloxacilline magnésium";"flucloxacilline";"octahydraat";"magnesium";"flucloxacilline";"octahydraté";"magnésium";true;false
"00899";"ijzer(II) sulfaat";"fer(II) sulfate";"ijzer(II)";"sesquihydraat";"sulfaat";"fer(II)";"sesquihydraté";"sulfate";true;false
"00902";"ijzer(III) polysacharide";"fer(III) polysaccharide";"ijzer(III)";;"polysacharide";"fer(III)";;"polysaccharide";true;false
"00990";"ketotifen waterstoffumaraat";"kétotifène hydrogénofumarate";"ketotifen";;"waterstoffumaraat";"kétotifène";;"hydrogénofumarate";true;false
"01023";"lercanidipine hydrochloride";"lercanidipine chlorhydrate";"lercanidipine";"hemihydraat";"hydrochloride";"lercanidipine";"hémihydraté";"chlorhydrate";true;false
"02532";"treprostinil";"tréprostinil";"treprostinil";;;"tréprostinil";;;true;false
"01620";"solifenacine";"solifénacine";"solifenacine";;;"solifénacine";;;true;false
"01821";"velaglucerase alfa";"vélaglucérase alfa";"velaglucerase alfa";"[biologisch, biosynthetisch]";;"vélaglucérase alfa";"[biologique, biosynthétique]";;true;false
"01824";"venlafaxine hydrochloride";"venlafaxine chlorhydrate";"venlafaxine";;"hydrochloride";"venlafaxine";;"chlorhydrate";true;false
"01825";"verapamil";"vérapamil";"verapamil";;;"vérapamil";;;true;false
"01879";"bosutinib";"bosutinib";"bosutinib";"monohydraat";;"bosutinib";"monohydraté";;true;false
"02533";"treprostinil natrium";"tréprostinil sodium";"treprostinil";;"natrium";"tréprostinil";;"sodium";true;false
"01451";"prazepam";"prazépam";"prazepam";;;"prazépam";;;true;false
"01826";"verapamil hydrochloride";"vérapamil chlorhydrate";"verapamil";;"hydrochloride";"vérapamil";;"chlorhydrate";true;false
"01827";"verteporfine";"vertéporfine";"verteporfine";;;"vertéporfine";;;true;false
"01829";"vigabatrine";"vigabatrine";"vigabatrine";;;"vigabatrine";;;true;false
"01830";"vildagliptine";"vildagliptine";"vildagliptine";;;"vildagliptine";;;true;false
"01832";"vinblastine sulfaat";"vinblastine sulfate";"vinblastine";;"sulfaat";"vinblastine";;"sulfate";true;false
"01834";"vincristine sulfaat";"vincristine sulfate";"vincristine";;"sulfaat";"vincristine";;"sulfate";true;false
"01835";"vindesine";"vindésine";"vindesine";;;"vindésine";;;true;false
"01836";"vindesine sulfaat";"vindésine sulfate";"vindesine";;"sulfaat";"vindésine";;"sulfate";true;false
"01086";"magnesium sulfaat";"magnésium sulfate";"magnesium";"heptahydraat";"sulfaat";"magnésium";"heptahydraté";"sulfate";true;false
"01841";"warfarine";"warfarine";"warfarine";;;"warfarine";;;true;false
"01842";"warfarine natrium";"warfarine sodium";"warfarine";;"natrium";"warfarine";;"sodium";true;false
"01843";"waterstofperoxide";"peroxyde d'hydrogène";"waterstofperoxide";;;"peroxyde d'hydrogène";;;true;false
"01844";"wespengif";"venin de guêpe";"wespengif";"[biologisch, wesp]";;"venin de guêpe";"[biologique, guêpe]";;true;false
"01846";"xylometazoline";"xylométazoline";"xylometazoline";;;"xylométazoline";;;true;false
"01847";"xylometazoline hydrochloride";"xylométazoline chlorhydrate";"xylometazoline";;"hydrochloride";"xylométazoline";;"chlorhydrate";true;false
"01849";"yohimbine hydrochloride";"yohimbine chlorhydrate";"yohimbine";;"hydrochloride";"yohimbine";;"chlorhydrate";true;false
"01852";"zink";"zinc";"zink";;;"zinc";;;true;false
"01854";"zink citraat";"zinc citrate";"zink";;"citraat";"zinc";;"citrate";true;false
"01857";"zirconiumdioxide";"zirconium dioxyde";"zirconiumdioxide";;;"zirconium dioxyde";;;true;false
"01866";"zuclopenthixol decanoaat";"zuclopenthixol décanoate";"zuclopenthixol";;"decanoaat";"zuclopenthixol";;"décanoate";true;false
"01867";"zuclopenthixol dihydrochloride";"zuclopenthixol dichlorhydrate";"zuclopenthixol";;"dihydrochloride";"zuclopenthixol";;"dichlorhydrate";true;false
"01869";"α-tocoferol";"α-tocophérol";"α-tocoferol";"DL";;"α-tocophérol";"DL";;true;false
"01877";"bedaquiline";"bédaquiline";"bedaquiline";;;"bédaquiline";;;true;false
"01875";"autologe kraakbeencellen";"cellules de cartilage autologues";"autologe kraakbeencellen";"[biologisch, humaan kraakbeen]";;"cellules de cartilage autologues";"[biologique, cartilage humain]";;true;false
"01947";"canagliflozine";"canagliflozine";"canagliflozine";"hemihydraat";;"canagliflozine";"hémihydraté";;true;false
"02534";"COVID-19 virus (ChAdOx1-S adenovirus)";"virus de la COVID-19 (adénovirus ChAdOx1-S)";"COVID-19 virus";"ChAdOx1-S adenovirus [biologisch, biosynthetisch]";;"virus de la COVID-19";"adénovirus ChAdOx1-S [biologique, biosynthétique]";;true;false
"00059";"allergeenextract van pollen van 5 grassoorten";"extrait allergénique de pollen de 5 graminées";"allergeenextract van pollen van 5 grassoorten";"[biologisch, plantaardig]";;"extrait allergénique de pollen de 5 graminées";"[biologique, végétal]";;true;false
"01265";"nicotine polacriline";"nicotine polacriline";"nicotine";;"polacriline";"nicotine";;"polacriline";true;false
"01266";"nicotine resinaat";"nicotine résinate";"nicotine";;"resinaat";"nicotine";;"résinate";true;false
"00957";"isosorbide dinitraat";"isosorbide dinitrate";"isosorbide";;"dinitraat";"isosorbide";;"dinitrate";true;false
"01380";"peginterferon alfa-2a";"peginterféron alfa-2a";"interferon alfa-2a";"[biologisch, biosynthetisch]";"peg";"interféron alfa-2a";"[biologique, biosynthétique]";"peg";true;false
"01381";"peginterferon alfa-2b";"peginterféron alfa-2b";"interferon alfa-2b";"[biologisch, biosynthetisch]";"peg";"interféron alfa-2b";"[biologique, biosynthétique]";"peg";true;false
"02576";"inclisiran natrium";"inclisiran sodium";"inclisiran";;"natrium";"inclisiran";;"sodium";true;false
"01985";"peginterferon bèta-1a";"peginterféron bêta-1a";"interferon bèta-1a";"[biologisch, biosynthetisch]";"peg";"interféron bêta-1a";"[biologique, biosynthétique]";"peg";true;false
"01087";"trisilicaat magnesium";"trisilicate magnésium";"trisilicaat";;"magnesium";"trisilicate";;"magnésium";true;false
"02315";"meningokokken type B";"méningocoque type B";"meningokokken type B";"[bacterieel, biologisch, biosynthetisch]";;"méningocoque type B";"[bactérien, biologique, biosynthétique]";;true;false
"02318";"cobimetinib hemifumaraat";"cobimétinib hémifumarate";"cobimetinib";;"hemifumaraat";"cobimétinib";;"hémifumarate";true;false
"01961";"nepafenac";"népafénac";"nepafenac";;;"népafénac";;;true;false
"02320";"sulfaat magnesium";"sulfate magnésium";"sulfaat";"heptahydraat";"magnesium";"sulfate";"heptahydraté";"magnésium";true;false
"02321";"sulfaat kalium";"sulfate potassium";"sulfaat";;"kalium";"sulfate";;"potassium";true;false
"02332";"meningokokken type A, C, W, Y (polysachariden)";"méningocoques type A, C, W, Y (polysaccharides)";"meningokokken type A, C, W, Y";"polysachariden [bacterieel, biologisch]";;"méningocoques type A, C, W, Y";"polysaccharides [bactérien, biologique]";;true;false
"02334";"abacavir hydrochloride";"abacavir chlorhydrate";"abacavir";;"hydrochloride";"abacavir";;"chlorhydrate";true;false
"02051";"delta-9-tetrahydrocannabinol";"delta-9-tétrahydrocannabinol";"delta-9-tetrahydrocannabinol";"[plantaardig]";;"delta-9-tétrahydrocannabinol";"[végétal]";;true;false
"02167";"panobinostat";"panobinostat";"panobinostat";;;"panobinostat";;;true;false
"02313";"trametinib";"tramétinib";"trametinib";;;"tramétinib";;;true;false
"02314";"meningokokken type B (recombinante eiwitten en buitenmembraanvesikels)";"méningocoque type B (protéines recombinantes et vésicules de membrane externe)";"meningokokken type B";"recombinante eiwitten en buitenmembraanvesikels [biologisch, biosynthetisch]";;"méningocoque type B";"protéines recombinantes et vésicules de membrane externe [biologique, biosynthétique]";;true;false
"02324";"daclizumab";"daclizumab";"daclizumab";"[biologisch, biosynthetisch]";;"daclizumab";"[biologique, biosynthétique]";;true;false
"02355";"allergeenextract van Anthoxanthum odoratum L.";"extrait allergénique de Anthoxanthum odoratum L.";"allergeenextract van Anthoxanthum odoratum L.";"[biologisch, plantaardig]";;"extrait allergénique de Anthoxanthum odoratum L.";"[biologique, végétal]";;true;false
"02162";"albutrepenonacog alfa";"albutrépénonacog alfa";"albutrepenonacog alfa";"[biologisch, biosynthetisch]";;"albutrépénonacog alfa";"[biologique, biosynthétique]";;true;false
"02354";"allergeenextract van Dactylis glomerata L.";"extrait allergénique de Dactylis glomerata L.";"allergeenextract van Dactylis glomerata L.";"[biologisch, plantaardig]";;"extrait allergénique de Dactylis glomerata L.";"[biologique, végétal]";;true;false
"02322";"selexipag";"sélexipag";"selexipag";;;"sélexipag";;;true;false
"02340";"Haemophilus influenzae (lysaat)";"Haemophilus influenzae (lysat)";"Haemophilus influenzae";"lysaat [bacterieel, biologisch]";;"Haemophilus influenzae";"lysat [bactérien, biologique]";;true;false
"02341";"Diplococcus pneumoniae (lysaat)";"Diplococcus pneumoniae (lysat)";"Diplococcus pneumoniae";"lysaat [bacterieel, biologisch]";;"Diplococcus pneumoniae";"lysat [bactérien, biologique]";;true;false
"02342";"Klebsiella pneumoniae (lysaat)";"Klebsiella pneumoniae (lysat)";"Klebsiella pneumoniae";"lysaat [bacterieel, biologisch]";;"Klebsiella pneumoniae";"lysat [bactérien, biologique]";;true;false
"02344";"Staphylococcus aureus (lysaat)";"Staphylococcus aureus (lysat)";"Staphylococcus aureus";"lysaat [bacterieel, biologisch]";;"Staphylococcus aureus";"lysat [bactérien, biologique]";;true;false
"02356";"allergeenextract van Lolium perenne L.";"extrait allergénique de Lolium perenne L.";"allergeenextract van Lolium perenne L.";"[biologisch, plantaardig]";;"extrait allergénique de Lolium perenne L.";"[biologique, végétal]";;true;false
"01587";"Salmonella typhi (polyoside Vi)";"Salmonella typhi (polyoside Vi)";"Salmonella typhi";"polyoside Vi [bacterieel, biologisch]";;"Salmonella typhi";"polyoside Vi [bactérien, biologique]";;true;false
"02333";"paclitaxel (nanopartikels gebonden aan albumine)";"paclitaxel (nanoparticules liées à l'albumine)";"paclitaxel";"nanopartikels gebonden aan albumine";;"paclitaxel";"nanoparticules liées à l'albumine";;true;false
"02347";"Neisseria catarrhalis (lysaat)";"Neisseria catarrhalis (lysat)";"Neisseria catarrhalis";"lysaat [biologisch]";;"Neisseria catarrhalis";"lysat [biologique]";;true;false
"02343";"Klebsiella ozaenae (lysaat)";"Klebsiella ozaenae (lysat)";"Klebsiella ozaenae";"lysaat [bacterieel, biologisch]";;"Klebsiella ozaenae";"lysat [bactérien, biologique]";;true;false
"02345";"Streptococcus pyogenes (lysaat)";"Streptococcus pyogenes (lysat)";"Streptococcus pyogenes";"lysaat [bacterieel, biologisch]";;"Streptococcus pyogenes";"lysat [bactérien, biologique]";;true;false
"02346";"Streptococcus viridans (lysaat)";"Streptococcus viridans (lysat)";"Streptococcus viridans";"lysaat [bacterieel, biologisch]";;"Streptococcus viridans";"lysat [bactérien, biologique]";;true;false
"02358";"allergeenextract van Phleum pratense L.";"extrait allergénique de Phleum pratense L.";"allergeenextract van Phleum pratense L.";"[biologisch, plantaardig]";;"extrait allergénique de Phleum pratense L.";"[biologique, végétal]";;true;false
"02357";"allergeenextract van Poa pratensis L.";"extrait allergénique de Poa pratensis L.";"allergeenextract van Poa pratensis L.";"[biologisch, plantaardig]";;"extrait allergénique de Poa pratensis L.";"[biologique, végétal]";;true;false
"02535";"fluocinolon";"fluocinolone";"fluocinolon";;;"fluocinolone";;;true;false
"02359";"lactose";"lactose";"lactose";;;"lactose";;;true;false
"02537";"ranolazine";"ranolazine";"ranolazine";;;"ranolazine";;;true;false
"01994";"tetracycline";"tétracycline";"tetracycline";;;"tétracycline";;;true;false
"02001";"carbonaat magnesium";"carbonate magnésium";"carbonaat";;"magnesium";"carbonate";;"magnésium";true;false
"00959";"isradipine";"isradipine";"isradipine";;;"isradipine";;;true;false
"02331";"meningokokken type A, C, W, Y (niet-geconjugeerd)";"méningocoques type A, C, W, Y (non conjugué)";"meningokokken type A, C, W, Y";"niet-geconjugeerd [bacterieel, biologisch]";;"méningocoques type A, C, W, Y";"non conjugué [bactérien, biologique]";;true;false
"02364";"baricitinib";"baricitinib";"baricitinib";;;"baricitinib";;;true;false
"02539";"axicabtagene ciloleucel";"axicabtagène ciloleucel";"axicabtagene ciloleucel";"[biologisch, humaan bloed]";;"axicabtagène ciloleucel";"[biologique, sang humain]";;true;false
"02540";"broomhexine";"bromhexine";"broomhexine";;;"bromhexine";;;true;false
"02370";"pitolisant hydrochloride";"pitolisant chlorhydrate";"pitolisant";;"hydrochloride";"pitolisant";;"chlorhydrate";true;false
"02372";"cabozantinib malaat";"cabozantinib malate";"cabozantinib";;"malaat";"cabozantinib";;"malate";true;false
"00503";"dextraan";"dextran";"dextraan";;;"dextran";;;true;false
"00245";"broomhexine hydrochloride";"bromhexine chlorhydrate";"broomhexine";;"hydrochloride";"bromhexine";;"chlorhydrate";true;false
"00044";"alfa-1-proteïnaseremmer";"inhibiteur de l'alpha-1 protéinase";"alfa-1-proteïnaseremmer";"[biologisch, humaan plasma]";;"inhibiteur de l'alpha-1 protéinase";"[biologique, plasma humain]";;true;false
"01431";"polidocanol";"polidocanol";"polidocanol";"syn lauromacrogol 400";;"polidocanol";"syn lauromacrogol 400";;true;false
"02029";"menotrofine (HMG) (FSH 150 IE + LH 150 IE)";"ménotropine (HMG) (FSH 150 UI + LH 150 UI)";"menotrofine (HMG)";"FSH 150 IE + LH 150 IE [biologisch, humane urine]";;"ménotropine (HMG)";"FSH 150 UI + LH 150 UI [biologique, urine humaine]";;true;false
"01124";"menotrofine (HMG) (FSH 600 IE + LH 600 IE)";"ménotropine (HMG) (FSH 600 UI + LH 600 UI)";"menotrofine (HMG)";"FSH 600 IE + LH 600 IE [biologisch, humane urine]";;"ménotropine (HMG)";"FSH 600 UI + LH 600 UI [biologique, urine humaine]";;true;false
"01800";"ursodeoxycholzuur";"acide ursodéoxycholique";"ursodeoxycholzuur";;;"acide ursodéoxycholique";;;true;false
"00259";"butamiraat citraat";"butamirate citrate";"butamiraat";;"citraat";"butamirate";;"citrate";true;false
"02004";"kalium(I)";"potassium(I)";"kalium(I)";;;"potassium(I)";;;true;false
"01979";"magnesium";"magnésium";"magnesium";;;"magnésium";;;true;false
"00862";"humaan papillomavirus types 6, 11, 16, 18 (L1-eiwitten)";"papillomavirus humain de types 6, 11, 16, 18 (protéines L1)";"humaan papillomavirus types 6, 11, 16, 18";"L1-eiwitten [biologisch, biosynthetisch]";;"papillomavirus humain de types 6, 11, 16, 18";"protéines L1 [biologique, biosynthétique]";;true;false
"00073";"alverine";"alvérine";"alverine";;;"alvérine";;;true;false
"00861";"humaan papillomavirus types 16, 18 (L1-eiwitten)";"papillomavirus humain de types 16, 18 (protéines L1)";"humaan papillomavirus types 16, 18";"L1-eiwitten [biologisch, biosynthetisch]";;"papillomavirus humain de types 16, 18";"protéines L1 [biologique, biosynthétique]";;true;false
"00211";"bijnierschors (extract)";"cortico-surrénale (extrait)";"bijnierschors";"extract [biologisch, niet gespecificeerd]";;"cortico-surrénale";"extrait [biologique, non spécifié]";;true;false
"00653";"ethylloflazepaat";"loflazépate d'éthyle";"ethylloflazepaat";;;"loflazépate d'éthyle";;;true;false
"01664";"Symphytum officinale (vloeibaar ethanolisch extract)";"Symphytum officinale (extrait liquide éthanolique)";"Symphytum officinale";"vloeibaar ethanolisch extract [plantaardig]";;"Symphytum officinale";"extrait liquide éthanolique [végétal]";;true;false
"01736";"Tilia sylvestris (nebulisaat)";"Tilia sylvestris (nébulisat)";"Tilia sylvestris";"nebulisaat schors [plantaardig]";;"Tilia sylvestris";"nébulisat écorce [végétal]";;true;false
"00535";"diosmectiet";"diosmectite";"diosmectiet";"[mineraal]";;"diosmectite";"[minéral]";;true;false
"01613";"Silybum marianum (silymarine)";"Silybum marianum (silymarin)";"Silybum marianum";"silymarine Gaertn, vrucht 36-44:1 equivalent aan 140 mg Silymarine (DNPH), of equivalent aan 108,2 Silymarin (HPLC) berekent in silibinin, (extract aan ethylacetaat) [plantaardig]";;"Silybum marianum";"silymarin Gaertn, fruit 36-44:1 équivalent à 140 mg de Silymarin (DNPH), ou équivalent à 108,2 mg Silymarin (HPLC) calculé en silibinin, (extrait à l'acétate d'éthyle) [végétal]";;true;false
"00573";"Drosera (tinctuur)";"Drosera (teinture)";"Drosera";"tinctuur [plantaardig]";;"Drosera";"teinture [végétal]";;true;false
"01998";"carbonaat calcium";"carbonate calcium";"carbonaat";;"calcium";"carbonate";;"calcium";true;false
"00734";"flufenaminezuur";"acide flufénamique";"flufenaminezuur";;;"acide flufénamique";;;true;false
"00671";"extract van Escherichia coli";"extrait d'Escherichia coli";"extract van Escherichia coli";"X Om-89 Lyofilisaat [bacterieel, biologisch]";;"extrait d'Escherichia coli";"lyophilisat x-OM-89 [bactérien, biologique]";;true;false
"02062";"meningokokken type C (oligosachariden, geconjugeerd)";"méningocoque type C (polysaccharides, conjugué)";"meningokokken type C";"oligosachariden, geconjugeerd (stam C11) serogroep C geconjugeerd aan CRM197 [bacterieel, biologisch]";;"méningocoque type C";"polysaccharides, conjugué (souche C11) conjugué à la protéine vectrice CRM197 [bactérien, biologique]";;true;false
"02036";"histamine dihydrochloride";"histamine dichlorhydrate";"histamine";;"dihydrochloride";"histamine";;"dichlorhydrate";true;false
"01853";"zink acetaat";"zinc acétate";"zink";"dihydraat";"acetaat";"zinc";"dihydraté";"acétate";true;false
"00905";"iloprost";"iloprost";"iloprost";;;"iloprost";;;true;false
"01364";"paraffine";"paraffine";"paraffine";;;"paraffine";;;true;false
"00005";"abatacept";"abatacept";"abatacept";"[biologisch, biosynthetisch]";;"abatacept";"[biologique, biosynthétique]";;true;false
"01302";"ofloxacine";"ofloxacine";"ofloxacine";;;"ofloxacine";;;true;false
"01554";"rituximab";"rituximab";"rituximab";"[biologisch, biosynthetisch]";;"rituximab";"[biologique, biosynthétique]";;true;false
"00889";"ibuprofen arginine";"ibuprofène arginine";"ibuprofen";;"arginine";"ibuprofène";;"arginine";true;false
"01537";"Rheum palmatum (antrachinonderivaten)";"Rheum palmatum (dérivés anthraquinoniques)";"Rheum palmatum";"antrachinonderivaten [plantaardig]";;"Rheum palmatum";"dérivés anthraquinoniques [végétal]";;true;false
"01588";"Salmonella typhi stam Ty 21a Berna (levend verzwakt)";"Salmonella typhi souche Ty 21a Berna (vivant atténué)";"Salmonella typhi stam Ty 21a Berna";"levend verzwakt [bacterieel, biologisch]";;"Salmonella typhi souche Ty 21a Berna";"vivant atténué [bactérien, biologique]";;true;false
"00566";"doxorubicine hydrochloride (in gepegyleerde liposomen)";"doxorubicine chlorhydrate (en liposomes pégylés)";"doxorubicine";"in gepegyleerde liposomen";"hydrochloride";"doxorubicine";"en liposomes pégylés";"chlorhydrate";true;false
"00068";"Althaea officinalis";"Althaea officinalis";"Althaea officinalis";"wortel, bloem [plantaardig]";;"Althaea officinalis";"racine, fleur [végétal]";;true;false
"01661";"surfactant (varken)";"surfactant (origine porcine)";"surfactant";"varken varkenslong fosfolipiden [biologisch, varken]";;"surfactant";"origine porcine poumons de porc phospholipides [biologique, porc]";;true;false
"00033";"Adiantum (vloeibaar extract)";"Adiantum (extrait fluide)";"Adiantum";"vloeibaar extract [plantaardig]";;"Adiantum";"extrait fluide [végétal]";;true;false
"00445";"Crataegus oxyacantha (vloeibaar extract)";"Crataegus oxyacantha (extrait fluide)";"Crataegus oxyacantha";"vloeibaar extract [plantaardig]";;"Crataegus oxyacantha";"extrait fluide [végétal]";;true;false
"01639";"Streptococcus lactis";"Streptococcus lactis";"Streptococcus lactis";"[bacterieel, biologisch]";;"Streptococcus lactis";"[bactérien, biologique]";;true;false
"02069";"amlodipine mesilaat";"amlodipine mésilate";"amlodipine";"watervrij";"mesilaat";"amlodipine";"anhydre";"mésilate";true;false
"00378";"ciprofloxacine waterstofsulfaat";"ciprofloxacine hydrogénosulfate";"ciprofloxacine";;"waterstofsulfaat";"ciprofloxacine";;"hydrogénosulfate";true;false
"00571";"doxylamine succinaat";"doxylamine succinate";"doxylamine";;"succinaat";"doxylamine";;"succinate";true;false
"01303";"olaflur";"olaflur";"olaflur";;;"olaflur";;;true;false
"01216";"muskaatnoot";"muscade noix";"muskaatnoot";"[plantaardig]";;"muscade noix";"[végétal]";;true;false
"00991";"koriander";"coriandre";"koriander";"[plantaardig]";;"coriandre";"[végétal]";;true;false
"00635";"esmolol";"esmolol";"esmolol";;;"esmolol";;;true;false
"00702";"fentanyl";"fentanyl";"fentanyl";;;"fentanyl";;;true;false
"01644";"sugammadex natrium";"sugammadex sodium";"sugammadex";;"natrium";"sugammadex";;"sodium";true;false
"01653";"sulfanilamide camsilaat";"sulfanilamide camsilate";"sulfanilamide";;"camsilaat";"sulfanilamide";;"camsilate";true;false
"01718";"thiamfenicol glycinaathydrochloride";"thiamphénicol glycinate chlorhydrate";"thiamfenicol";;"glycinaathydrochloride";"thiamphénicol";;"glycinate chlorhydrate";true;false
"00975";"joxitalamaat meglumine";"ioxitalamate méglumine";"joxitalamaat";;"meglumine";"ioxitalamate";;"méglumine";true;false
"00007";"abirateron";"abiratérone";"abirateron";;;"abiratérone";;;true;false
"02109";"piperaquine tetrafosfaat";"pipéraquine tétraphosphate";"piperaquine";"watervrij";"tetrafosfaat";"pipéraquine";"anhydre";"tétraphosphate";true;false
"00927";"inosine";"inosine";"inosine";;;"inosine";;;true;false
"00246";"broomkamfer";"camphre bromé";"broomkamfer";;;"camphre bromé";;;true;false
"01117";"meloxicam enolaat";"méloxicam énolate";"meloxicam";;"enolaat";"méloxicam";;"énolate";true;false
