"MPcv";"Hyrcv";"Hyr_";"MPnm";"IRCV";"BT";"note";"pos";"WadaN";"WadaF";"rank";"nmcv";"Orphan";"SpecRules";"Narcotic";"Amb";"Hosp"
"25825-1289";"0006213";"GBAC";"Tamsulosine Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"19901-1529";"0006213";"GBAC";"Omic";"01529";false;;;;;0;0;false;false;false;true;false
"5595-299";"0015784";"QCABA";"Clarinase";"00299";false;;;"S";"S";0;0;false;false;false;true;false
"17343-372";"0008573";"JFBC";"Mirapexin";"00372";false;;;;;0;0;false;false;false;true;false
"20479-1636";"0006676";"HCAH";"Oxycodon Sandoz";"01636";false;;;"N";"N";0;0;false;false;true;true;false
"25908-1271";"0017962";"HCBF";"Targinact";"01271";false;;;"N";"N";0;0;false;false;true;true;false
"30445-4150";"0014142";"OADD";"Zovirax Duo";"04150";false;;;"c";"c";0;0;false;false;false;true;false
"29264-1818";"0013581";"NBBGA";"VoriNa";"01818";false;;;;;0;0;false;false;false;true;false
"27060-3756";"0001461";"AJB";"Torental";"03756";false;;;;;0;0;false;false;false;true;false
"37655-2303";"0009845";"KABBB";"Clarithromycin Krka";"02303";false;;;;;0;0;false;false;false;true;false
"37689-1636";"0006247";"GBBA";"Dutasteride Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"30528-935";"0017798";"MEDA";"Zytiga";"00935";false;;;;;0;0;false;false;false;true;false
"25106-1305";"0007054";"IABAA";"Sportflex";"01305";false;;;;;0;0;false;false;false;true;false
"38364-59";"0028431";"KDED";"Maviret";"00059";false;;;;;0;0;false;false;false;true;false
"22129-398";"0016303";"SBAA";"ProHance";"00398";false;;;;;0;0;false;false;false;true;false
"18036-398";"0016303";"SBAA";"MultiHance";"00398";false;;;;;0;0;false;false;false;true;false
"37614-1289";"0028381";"KDDD";"Tenofovir Disoproxil Mylan";"01289";false;;;;;0;0;false;false;false;true;false
"37663-620";"0013201";"MBAA";"Qarziba";"00620";true;;;;;0;0;true;false;false;true;false
"14308-1024";"0002923";"CDBA";"Kytril";"01024";false;;;;;0;0;false;false;false;true;false
"13011-273";"0015164";"PBBA";"Indocollyre";"00273";false;;;;;0;0;false;false;false;true;false
"38406-1602";"0016014";"QDAA";"Buccoverso";"01602";false;;;;;0;0;false;false;false;true;false
"38414-752";"0016360";"SDA";"Rapiscan";"00752";false;;;;;0;0;false;false;false;true;false
"37630-612";"0001578";"ALAB";"Pravastatine EG";"00612";false;;;;;0;0;false;false;false;true;false
"38521-1321";"0017889";"CEHA";"Plenvu";"01321";false;;;;;0;0;false;false;false;true;false
"38349-2360";"0018671";"TDA";"Spascupreel";"02360";false;;;;;0;0;false;false;false;true;false
"38687-1982";"0018671";"TDA";"Mama Natura Gastro";"01982";false;;;;;0;0;false;false;false;true;false
"38695-2360";"0018671";"TDA";"Engystol";"02360";false;;;;;0;0;false;false;false;true;false
"38737-455";"0028613";"DAFA";"Trimbow";"00455";false;;;"c";"c";0;0;false;false;false;true;false
"38794-2949";"0018671";"TDA";"2Lebv";"02949";false;;;;;0;0;false;false;false;true;false
"38851-2360";"0018671";"TDA";"Luffa-Heel";"02360";false;;;;;0;0;false;false;false;true;false
"38885-1636";"0017301";"AMB";"Bosentan Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"38844-331";"0016485";"TCA";"Spinraza";"00331";false;;;;;0;0;true;false;false;true;false
"38513-1628";"8902215";"MCAB";"Tecentriq";"01628";false;;;;;0;0;false;false;false;true;false
"34256-661";"0026419";"FEBF";"Rekovelle";"00661";false;;;;;0;0;false;false;false;true;false
"39206-2303";"0000323";"ABCA";"Ivabradine Krka";"02303";false;;;;;0;0;false;false;false;true;false
"39396-2360";"0018671";"TDA";"Colocynthis-Homaccord";"02360";false;;;;;0;0;false;false;false;true;false
"39966-2469";"0005348";"FBAAB";"Levesialle Continu 20";"02469";false;;;;;0;0;false;false;false;true;false
"41095-1446";"0013201";"MBAA";"Besponsa";"01446";false;;;;;0;0;true;false;false;true;false
"39214-828";"0028613";"DAFA";"Trelegy";"00828";false;;;"c";"c";0;0;false;false;false;true;false
"39883-2303";"0011049";"KDCADA";"Emtricitabine / Tenofovir disoproxil Krka";"02303";false;;;;;0;0;false;false;false;true;false
"39990-2998";"0003343";"CFBA";"Sacchiflora";"02998";false;;;;;0;0;false;false;false;true;false
"40162-1800";"0002246";"BBAA";"Adynovi";"01800";true;;;;;0;0;false;false;false;true;false
"21147-661";"0003442";"CGCA";"Pentasa";"00661";false;;;;;0;0;false;false;false;true;false
"40139-943";"8904757";"QCACA";"Sinuphene";"00943";false;;;"S";"S";0;0;false;false;false;true;false
"40188-2303";"0006882";"IAABD";"Naproxen Krka";"02303";false;;;;;0;0;false;false;false;true;false
"40147-1446";"0028829";"KAABCD";"Zavicefta";"01446";false;;;;;0;0;false;false;false;true;false
"29777-299";"0010579";"KCAC";"Yomesan";"00299";false;;;;;0;0;false;false;false;true;false
"40261-1818";"0007955";"JBDF";"Paliperidone Teva";"01818";false;;;;;0;0;false;false;false;true;false
"40238-1636";"0025858";"LCBAE";"Zessly";"01636";false;;;;;0;0;false;false;false;true;false
"39958-2428";"0028720";"CFEA";"Xermelo";"02428";false;;;;;0;0;true;false;false;true;false
"8870-869";"0005553";"FBDB";"EllaOne";"00869";false;;;;;0;0;false;false;false;true;false
"40220-2303";"0011049";"KDCADA";"Efavirenz / Emtricitabine / Tenofovir disoproxil Krka";"02303";false;;;;;0;0;false;false;false;true;false
"23580-1628";"0012310";"LCBBDC";"RoActemra";"01628";false;;;;;0;0;false;false;false;true;false
"40246-1966";"0020339";"KDCFA";"Juluca";"01966";false;;;;;0;0;false;false;false;true;false
"39974-4150";"0007054";"IABAA";"Voltaren Patch";"04150";false;;;;;0;0;false;false;false;true;false
"40287-2360";"0018671";"TDA";"Cralonin";"02360";false;;;;;0;0;false;false;false;true;false
"40477-1289";"0017855";"ICBB";"Febuxostat Mylan";"01289";false;;;;;0;0;false;false;false;true;false
"3665-257";"0018820";"BAABBB";"Brilique";"00257";false;;;;;0;0;false;false;false;true;false
"40907-3103";"0006122";"GAAG";"Pelvicare";"03103";false;;;;;0;0;false;false;false;true;false
"17756-885";"0010306";"KAGCA";"Monuril";"00885";false;;;;;0;0;false;false;false;true;false
"41319-1636";"8900649";"MBBFA";"Gefitinib Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"41574-2485";"0006981";"IAADA";"Celecoxib AB";"02485";false;;;;;0;0;false;false;false;true;false
"40717-3921";"0014068";"OACA";"Amorolfine Schollmedical";"03921";false;;;;;0;0;false;false;false;true;false
"41079-1404";"0003780";"DAEA";"Flutisamix";"01404";false;;;"c";"c";0;0;false;false;false;true;false
"6593-2444";"0025999";"PDFC";"Cosopt";"02444";false;;;"B";"B";0;0;false;false;false;true;false
"41467-1966";"0020339";"KDCFA";"Dovato";"01966";false;;;;;0;0;false;false;false;true;false
"41475-1818";"0029116";"GAAB";"Tovedeso";"01818";false;;;;;0;0;false;false;false;true;false
"41483-1354";"0002253";"BBAD";"Refixia";"01354";true;;;;;0;0;false;false;false;true;false
"41491-2485";"0017855";"ICBB";"Febuxostat AB";"02485";false;;;;;0;0;false;false;false;true;false
"31153-1396";"0004093";"DBCA";"Bronchostop Duo";"01396";false;;;;;0;0;false;false;false;true;false
"41517-612";"0003780";"DAEA";"Flutisacombo";"00612";false;;;"c";"c";0;0;false;false;false;true;false
"41533-2303";"0000174";"AADG";"Amlodipine / Valsartan Krka";"02303";false;;;;;0;0;false;false;false;true;false
"2725-1529";"0008631";"JFDA";"Azilect";"01529";false;;;;;0;0;false;false;false;true;false
"41590-2097";"0001743";"ALIA";"Suvezen";"02097";false;;;;;0;0;false;false;false;true;false
"41608-3103";"0013680";"NBABB";"Defediol";"03103";false;;;;;0;0;false;false;false;true;false
"41582-3103";"0005355";"FBAAC";"Desolina 30";"03103";false;;;;;0;0;false;false;false;true;false
"41632-1982";"0018101";"JADC";"Laseaxan";"01982";false;;;;;0;0;false;false;false;true;false
"41673-3087";"8900185";"ONHA";"Medihoney";"03087";false;;;;;0;0;false;false;false;true;false
"41640-1446";"8901027";"KBCB";"Cresemba";"01446";false;;;;;0;0;true;false;false;true;false
"1065-1750";"0014811";"ONEA";"Allevyn";"01750";false;;;;;0;0;false;false;false;true;false
"17483-232";"0019158";"RACC";"Mivacron";"00232";false;;;;;0;0;false;false;false;true;false
"22392-1818";"0008342";"JDE";"Provigil";"01818";false;;;"S";"S";0;0;false;false;false;true;false
"646-2014";"8000713";"KECBBAA";"Affusine";"02014";false;;;;;0;0;false;false;false;true;false
"11270-1040";"0014332";"OBEA";"Fucidin Hydrocortisone";"01040";false;;;"c";"c";0;0;false;false;false;true;false
"8177-2014";"0020644";"FCGA";"Donnafyta Meno";"02014";false;;;;;0;0;false;false;false;true;false
"14498-604";"0000364";"ACAB";"Lanitop";"00604";false;;;;;0;0;false;false;false;true;false
"41616-1446";"8900193";"RAAA";"Vesierra";"01446";false;;;;;0;0;false;true;false;true;false
"41665-208";"8900235";"AIAA";"Reverpleg";"00208";false;;;;;0;0;false;false;false;true;false
"41624-3202";"0016485";"TCA";"Onpattro";"03202";false;;;;;0;0;true;false;false;true;false
"41699-1636";"0000174";"AADG";"Amlodipine / Valsartan Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"12575-1982";"0008235";"JCGA";"Hyperiplant";"01982";false;;;;;0;0;false;false;false;true;false
"11809-1347";"8901001";"MBBBA";"Glivec";"01347";true;;;;;0;0;false;false;false;true;false
"10678-1701";"0000430";"ADAAB";"Fludex";"01701";false;;;"D";"D";0;0;false;false;false;true;false
"19422-1263";"0010504";"KBCE";"Noxafil";"01263";false;;;;;0;0;false;false;false;true;false
"20040-1818";"0002931";"CDBB";"Ondansetron Teva";"01818";false;;;;;0;0;false;false;false;true;false
"12492-604";"0012914";"MABDA";"Hydrea";"00604";false;;;;;0;0;false;false;false;true;false
"802-1289";"0018051";"OLA";"Aldara";"01289";false;;;;;0;0;false;false;false;true;false
"41749-1263";"0011049";"KDCADA";"Delstrigo";"01263";false;;;;;0;0;false;false;false;true;false
"41731-1263";"8900300";"KDCACA";"Pifeltro";"01263";false;;;;;0;0;false;false;false;true;false
"7088-2097";"0004341";"EACA";"Daonil";"02097";false;;;;;0;0;false;false;false;true;false
"30130-1636";"0002931";"CDBB";"Zofran";"01636";false;;;;;0;0;false;false;false;true;false
"26476-1446";"0013995";"OABAC";"Terramycine + Polymyxine B";"01446";false;;;;;0;0;false;false;false;true;false
"13383-2485";"0002584";"CAABD";"Ippracid";"02485";false;;;;;0;0;false;false;false;true;false
"20727-1818";"0002584";"CAABD";"Pantogastrix";"01818";false;;;;;0;0;false;false;false;true;false
"16139-3624";"0002584";"CAABD";"Maalox Control";"03624";false;;;;;0;0;false;false;false;true;false
"41566-2428";"8901019";"TABFA";"Fomepizole Serb";"02428";false;;;;;0;0;false;false;false;true;false
"41756-612";"0000174";"AADG";"Amlodipine / Valsartan EG";"00612";false;;;;;0;0;false;false;false;true;false
"42077-1289";"0005637";"FCACA";"Oekolp";"01289";false;;;;;0;0;false;false;false;true;false
"14860-1636";"0000778";"AFAE";"Lercanidipin Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"19737-1529";"0007948";"JBDE";"Olanzapine EG";"01529";false;;;;;0;0;false;false;false;true;false
"24612-1529";"0001594";"ALAD";"Simvastatine EG";"01529";false;;;;;0;0;false;false;false;true;false
"6817-1529";"0008086";"JCBBA";"Cymbalta";"01529";false;;;;;0;0;false;false;false;true;false
"20735-1529";"0002584";"CAABD";"Pantomed";"01529";false;;;;;0;0;false;false;false;true;false
"41814-3103";"0005439";"FBACA";"Myloop";"03103";false;;;;;0;0;false;false;false;true;false
"41806-3103";"0005355";"FBAAC";"Desolina 20";"03103";false;;;;;0;0;false;false;false;true;false
"16956-745";"0021386";"OMG";"Metvix";"00745";false;;;;;0;0;false;false;false;true;false
"810-505";"0000075";"AABB";"Aldomet";"00505";false;;;;;0;0;false;false;false;true;false
"41848-2469";"0005702";"FCBAA";"Velbienne";"02469";false;;;;;0;0;false;false;false;true;false
"41889-3251";"0015115";"PACA";"Aciclovir Agepha";"03251";false;;;;;0;0;false;false;false;true;false
"41905-760";"0005983";"FFCA";"Amelgen";"00760";false;;;;;0;0;false;false;false;true;false
"31765-59";"0015149";"PBAA";"Pred Forte";"00059";false;;;"c";"c";0;0;false;false;false;true;false
"41830-802";"8900458";"TBCA";"Mysimba";"00802";true;;;;;0;0;false;false;false;true;false
"34090-612";"0018507";"PDDA";"Bimatoprost EG";"00612";false;;;;;0;0;false;false;false;true;false
"41863-174";"8900466";"LCBBHD";"Ilumetri";"00174";true;;;;;0;0;false;false;false;true;false
"3921-257";"0017574";"EAFB";"Bydureon";"00257";false;;;;;0;0;false;false;false;true;false
"34272-331";"0026427";"JHC";"Fampyra";"00331";false;;;;;0;0;false;false;false;true;false
"18069-1446";"0010090";"KAKCA";"Mycobutin";"01446";false;;;;;0;0;false;false;false;true;false
"41954-67";"0010447";"KBBA";"Anidulafungine Accord Healthcare";"00067";false;;;;;0;0;false;false;false;true;false
"41988-1180";"0005074";"EECA";"Saizen";"01180";false;;;"H";"H";0;0;false;false;false;true;false
"32417-3053";"8901001";"MBBBA";"Iclusig";"03053";false;;;;;0;0;false;false;false;true;false
"39040-257";"8901217";"LCBBCA";"Fasenra";"00257";false;;;;;0;0;false;false;false;true;false
"41939-1628";"0002246";"BBAA";"Hemlibra";"01628";false;;;;;0;0;false;false;false;true;false
"41996-1818";"0006270";"GBCA";"Dutasteride / Tamsulosine Teva";"01818";false;;;;;0;0;false;false;false;true;false
"42002-1636";"8900649";"MBBFA";"Erlotinib Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"3103-3269";"0028472";"LCBCBA";"Betaferon";"03269";false;;;;;0;0;false;false;false;true;false
"12310-3368";"0016360";"SDA";"Hexvix";"03368";false;;;;;0;0;false;false;false;true;false
"422-604";"0013425";"EAEA";"Actos";"00604";false;;;;;0;0;false;false;false;true;false
"22848-810";"0012476";"CHBA";"Rectogesic";"00810";false;;;;;0;0;false;false;false;true;false
"41962-1743";"0003913";"DBAB";"Acatar Mono";"01743";false;;;;;0;0;false;false;false;true;false
"14217-3269";"0020198";"KDCABE";"Kivexa";"03269";false;;;;;0;0;false;false;false;true;false
"15263-844";"0001362";"AIAE";"Levophed";"00844";false;;;"S";"S";0;0;false;false;false;true;false
"18895-1453";"0018044";"KBAB";"Nilstat";"01453";false;;;;;0;0;false;false;false;true;false
"29595-240";"0020727";"MEDE";"Xtandi";"00240";false;;;;;0;0;false;false;false;true;false
"31013-935";"8902140";"MBBDA";"Imbruvica";"00935";false;;;;;0;0;false;false;false;true;false
"37861-3269";"0028373";"LCBEAAD";"Xeljanz";"03269";false;;;;;0;0;false;false;false;true;false
"323-3269";"0007336";"IEBE";"Aclasta";"03269";false;;;;;0;0;false;false;false;true;false
"40014-1370";"0019588";"BBAH";"Fibryga";"01370";false;;;;;0;0;false;false;false;true;false
"1000-3269";"0012914";"MABDA";"Alimta";"03269";false;;;;;0;0;false;false;false;true;false
"18796-3269";"8900706";"MBBKA";"Nexavar";"03269";false;;;;;0;0;true;false;false;true;false
"11064-1172";"0000174";"AADG";"Forzaten";"01172";false;;;;;0;0;false;false;false;true;false
"24448-1651";"0000174";"AADG";"Sevikar";"01651";false;;;;;0;0;false;false;false;true;false
"31062-3269";"0021394";"LCBDDA";"Tecfidera";"03269";false;;;;;0;0;false;false;false;true;false
"40923-4309";"0013201";"MBAA";"Ogivri";"04309";true;;;;;0;0;false;false;false;true;false
"19539-2097";"0018044";"KBAB";"Nystatine Labaz";"02097";false;;;;;0;0;false;false;false;true;false
"4929-1966";"0011189";"KDCCA";"Celsentri";"01966";false;;;;;0;0;false;false;false;true;false
"28373-174";"0014910";"OME";"Vaniqa";"00174";false;;;;;0;0;false;false;false;true;false
"10488-828";"0025767";"QCBCBB";"Flixonase Aqua";"00828";false;;;"c";"c";0;0;false;false;false;true;false
"33720-3269";"0026161";"KDEF";"Epclusa";"03269";false;;;;;0;0;false;false;false;true;false
"38679-3269";"0028647";"KDEG";"Vosevi";"03269";false;;;;;0;0;false;false;false;true;false
"6221-2162";"0003939";"DBAD";"Codethyline";"02162";false;;;"d";"d";0;0;false;false;false;true;false
"22343-1453";"0016519";"JCBAC";"Prothiaden";"01453";false;;;;;0;0;false;false;false;true;false
"26948-182";"0016642";"JCBAD";"Tofranil";"00182";false;;;;;0;0;false;false;false;true;false
"1628-1248";"0016501";"JCBAB";"Anafranil";"01248";false;;;;;0;0;false;false;false;true;false
"13854-1263";"0017608";"EAGD";"Januvia";"01263";false;;;;;0;0;false;false;false;true;false
"9274-1818";"0012963";"MACAC";"Epirubicine Teva";"01818";false;;;;;0;0;false;false;false;true;false
"9225-2485";"0012963";"MACAC";"Epirubicin Eugia";"02485";false;;;;;0;0;false;false;false;true;false
"28845-3756";"0007575";"JAAI";"Victan";"03756";false;;;;;0;0;false;false;false;true;false
"9951-1446";"0012963";"MACAC";"Farmorubicine";"01446";false;;;;;0;0;false;false;false;true;false
"3616-265";"0005280";"FACA";"Braunol";"00265";false;;;;;0;0;false;false;false;true;false
"20065-1347";"0028415";"PBCA";"Opatanol";"01347";false;;;;;0;0;false;false;false;true;false
"7492-1925";"0015206";"PBDA";"Dexagenta-POS";"01925";false;;;"c";"c";0;0;false;false;false;true;false
"17632-1826";"0015149";"PBAA";"Monofree Dexamethason";"01826";false;;;"c";"c";0;0;false;false;false;true;false
"42051-612";"0006270";"GBCA";"Dutasteride / Tamsulosine EG";"00612";false;;;;;0;0;false;false;false;true;false
"42069-1636";"8901993";"KBBB";"Caspofungin Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"42119-2469";"8901050";"FBBAB";"Slinda";"02469";false;;;;;0;0;false;false;false;true;false
"24133-1743";"0002576";"CAABC";"Sedacid";"01743";false;;;;;0;0;false;false;false;true;false
"21733-372";"0017368";"BABABB";"Pradaxa";"00372";false;;;;;0;0;false;false;false;true;false
"19851-1636";"0002576";"CAABC";"Omeprazol Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"42044-1289";"0006270";"GBCA";"Dutasteride / Tamsulosine Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"15925-604";"0002576";"CAABC";"Losec";"00604";false;;;;;0;0;false;false;false;true;false
"18861-612";"0000794";"AFAG";"Nifedipine EG";"00612";false;;;;;0;0;false;false;false;true;false
"17780-1818";"0006585";"HCAF";"Morphine Teva";"01818";false;;;"N";"N";0;0;false;false;true;true;false
"17962-1271";"0006585";"HCAF";"MS Contin";"01271";false;;;"N";"N";0;0;false;false;true;true;false
"6569-1834";"0000307";"ABBA";"Coruno";"01834";false;;;;;0;0;false;false;false;true;false
"15594-2626";"0000133";"AADB";"Logimat";"02626";false;;;"B";"B";0;0;false;false;false;true;false
"22095-1743";"0000869";"AFCA";"Progor";"01743";false;;;;;0;0;false;false;false;true;false
"20966-935";"0002592";"CAABE";"Pariet";"00935";false;;;;;0;0;false;false;false;true;false
"24265-2626";"0000661";"AEG";"Selozok";"02626";false;;;"B";"B";0;0;false;false;false;true;false
"6437-935";"0008334";"JDD";"Concerta";"00935";false;;;"S";"S";0;0;false;true;false;true;false
"5405-1800";"0007781";"JACA";"Circadin";"01800";false;;;;;0;0;false;false;false;true;false
"10231-1453";"0013318";"NAAAD";"Fero-Gradumet";"01453";false;;;;;0;0;false;false;false;true;false
"20172-596";"0020065";"JBBBB";"Orap";"00596";false;;;;;0;0;false;false;false;true;false
"7815-596";"0020099";"JBBAD";"Dipiperon";"00596";false;;;;;0;0;false;false;false;true;false
"27169-1446";"0006080";"GAAC";"Toviaz";"01446";false;;;;;0;0;false;false;false;true;false
"25999-2097";"0000158";"AADE";"Tazko";"02097";false;;;;;0;0;false;false;false;true;false
"10041-1636";"0000745";"AFAC";"Felodipine Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"10025-612";"0000745";"AFAC";"Felodipine EG";"00612";false;;;;;0;0;false;false;false;true;false
"6387-828";"0006270";"GBCA";"Combodart";"00828";false;;;;;0;0;false;false;false;true;false
"9001-3764";"0006072";"GAAA";"Emselex";"03764";false;;;;;0;0;false;false;false;true;false
"1875-1289";"0001222";"AHCCA";"Apocard";"01289";false;;;;;0;0;false;false;false;true;false
"16907-612";"0000661";"AEG";"Metoprolol EG";"00612";false;;;"B";"B";0;0;false;false;false;true;false
"27920-1701";"0004358";"EACB";"Uni Diamicron";"01701";false;;;;;0;0;false;false;false;true;false
"2089-273";"0015362";"PDBB";"Arteoptic";"00273";false;;;"B";"B";0;0;false;false;false;true;false
"10223-1453";"0013318";"NAAAD";"FeroGrad";"01453";false;;;;;0;0;false;false;false;true;false
"14357-1883";"0003343";"CFBA";"Lacteol";"01883";false;;;;;0;0;false;false;false;true;false
"8706-935";"0018838";"KDCACE";"Edurant";"00935";false;;;;;0;0;false;false;false;true;false
"901-1636";"0006205";"GBAA";"Alfuzosine Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"29744-406";"8902207";"MCAA";"Yervoy";"00406";false;;;;;0;0;false;false;false;true;false
"13896-2097";"0018788";"MAEBA";"Jevtana";"02097";false;;;;;0;0;false;false;false;true;false
"6775-2428";"0019364";"TABAA";"Cyanokit";"02428";false;;;;;0;0;false;false;false;true;false
"3947-2014";"0013656";"NBBIA";"C-Will";"02014";false;;;;;0;0;false;false;false;true;false
"29116-1784";"0019547";"NBBEA";"Vitamine B12 Sterop";"01784";false;;;;;0;0;false;false;false;true;false
"5991-1636";"0000166";"AADF";"Co-Candesartan Sandoz";"01636";false;;;"D";"D";0;0;false;false;false;true;false
"3814-943";"0004077";"DBBDA";"Bronchosedal Mucus";"00943";false;;;;;0;0;false;false;false;true;false
"9183-117";"0017269";"AIAC";"Ephedrine HCl Aguettant";"00117";false;;;"S";"S";0;0;false;false;false;true;false
"7500-1404";"0020925";"RAEA";"Dexdor";"01404";false;;;;;0;0;false;false;false;true;false
"9753-794";"0011049";"KDCADA";"Eviplera";"00794";false;;;;;0;0;false;false;false;true;false
"2022-968";"8901381";"QBBA";"Arlevertan";"00968";false;;;;;0;0;false;false;false;true;false
"26864-2923";"0018911";"CFDA";"Tiorfix";"02923";false;;;;;0;0;false;false;false;true;false
"6874-2626";"0016485";"TCA";"Cystagon";"02626";false;;;;;0;0;false;false;false;true;false
"9258-67";"0012963";"MACAC";"Epirubicine Accord Healthcare";"00067";false;;;;;0;0;false;false;false;true;false
"13235-935";"0011015";"KDCACC";"Intelence";"00935";false;;;;;0;0;false;false;false;true;false
"4614-794";"0009787";"KAADA";"Cayston";"00794";false;;;;;0;0;false;false;false;true;false
"12005-141";"0025866";"LDBB";"Grazax";"00141";false;;;;;0;0;false;false;false;true;false
"13805-1263";"0002972";"CDCA";"Ivemend";"01263";false;;;;;0;0;false;false;false;true;false
"22582-612";"0000968";"AGAG";"Quinapril EG";"00612";false;;;;;0;0;false;false;false;true;false
"22590-810";"0019810";"OMB";"Qutenza";"00810";false;;;;;0;0;false;false;false;true;false
"29280-1800";"0016485";"TCA";"Vpriv";"01800";false;;;;;0;0;false;false;false;true;false
"29561-190";"0017236";"IEEAA";"Xgeva";"00190";false;;;;;0;0;false;false;false;true;false
"21451-612";"0009589";"KAAAFA";"Piperacilline / Tazobactam EG";"00612";false;;;;;0;0;false;false;false;true;false
"21493-1636";"0009589";"KAAAFA";"Piperacilline / Tazobactam Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"21469-711";"0009589";"KAAAFA";"Piperacilline / Tazobactam Fresenius Kabi";"00711";false;;;;;0;0;false;false;false;true;false
"29926-1628";"8900607";"MBBCA";"Zelboraf";"01628";false;;;;;0;0;false;false;false;true;false
"29025-299";"0005942";"FFAA";"Visannette";"00299";false;;;;;0;0;false;false;false;true;false
"26583-1313";"0018713";"MABCG";"Teysuno";"01313";false;;;;;0;0;false;false;false;true;false
"24083-1784";"0020990";"RAFB";"Scopolamine HBr Sterop";"01784";false;;;;;0;0;false;false;false;true;false
"23028-729";"0016469";"TACCA";"Renepho";"00729";false;;;;;0;0;false;false;false;true;false
"1917-1826";"0015552";"PHA";"Aprokam";"01826";false;;;;;0;0;false;false;false;true;false
"1602-1313";"0016147";"RBC";"Ampres";"01313";false;;;;;0;0;false;false;false;true;false
"9605-1636";"0013094";"MADBA";"Etoposid Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"7179-3467";"0020222";"JBBAB";"Dehydrobenzperidol";"03467";false;;;;;0;0;false;false;false;true;false
"30270-1289";"0007732";"JABA";"Zolpeduar";"01289";false;;;;;0;0;false;false;false;true;false
"4309-2097";"8900706";"MBBKA";"Caprelsa";"02097";false;;;;;0;0;false;false;false;true;false
"28399-1263";"0011338";"LAAFA";"Vaqta";"01263";false;;;;;0;0;false;false;false;true;false
"21782-1743";"0001743";"ALIA";"Pravafenix";"01743";false;;;;;0;0;false;false;false;true;false
"13870-372";"0025445";"EAIC";"Jentadueto";"00372";false;;;;;0;0;false;false;false;true;false
"711-1818";"0003566";"DAAAA";"Airomir";"01818";false;;;"d";"d";0;0;false;false;false;true;false
"18127-1537";"8001299";"KECLBA";"Mycosten";"01537";false;;;;;0;0;false;false;false;true;false
"15842-1636";"0007625";"JAAN";"Lormetazepam Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"26302-2014";"0019562";"CBE";"Tempocol";"02014";false;;;;;0;0;false;false;false;true;false
"24539-1636";"0019430";"GCAB";"Sildenafil Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"24513-612";"0019430";"GCAB";"Sildenafil EG";"00612";false;;;;;0;0;false;false;false;true;false
"30189-1289";"0007336";"IEBE";"Acide Zoledronique Mylan";"01289";false;;;;;0;0;false;false;false;true;false
"30197-1636";"0007336";"IEBE";"Zoledronic Acid Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"28688-1289";"0019430";"GCAB";"Verventi";"01289";false;;;;;0;0;false;false;false;true;false
"24521-1289";"0019430";"GCAB";"Sildenafil Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"1354-612";"0001164";"AHCAA";"Amiodarone EG";"00612";false;;;;;0;0;false;false;false;true;false
"23366-513";"0019588";"BBAH";"Riastap";"00513";false;;;;;0;0;false;false;false;true;false
"25890-1321";"0019596";"KAKCC";"Targaxan";"01321";false;;;;;0;0;false;false;false;true;false
"2642-331";"0028472";"LCBCBA";"Avonex";"00331";false;;;;;0;0;false;false;false;true;false
"20917-1636";"0006437";"HBAA";"Paracetamol Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"18192-604";"0012955";"MACAB";"Myocet";"00604";false;;;;;0;0;false;false;false;true;false
"27235-612";"0017954";"HCBE";"Tramadol / Paracetamol EG";"00612";false;;;"N";"N";0;0;false;false;false;true;false
"18085-984";"8001299";"KECLBA";"Myconail";"00984";false;;;;;0;0;false;false;false;true;false
"9910-299";"0016782";"PIAA";"Eylea";"00299";false;;;;;0;0;false;false;false;true;false
"1446-1289";"0000729";"AFAA";"Amlodipine Viatris";"01289";false;;;;;0;0;false;false;false;true;false
"26799-1925";"0015396";"PDBC";"Timo-COMOD";"01925";false;;;"B";"B";0;0;false;false;false;true;false
"5140-3350";"0013813";"OAAC";"ChloraPrep";"03350";false;;;;;0;0;false;false;false;true;false
"28191-1933";"0017830";"JADA";"Valdispert";"01933";false;;;;;0;0;false;false;false;true;false
"11767-1636";"0004358";"EACB";"Gliclazide Sandoz";"01636";false;;;;;0;0;false;false;false;true;false
"10900-1271";"0003780";"DAEA";"Flutiform";"01271";false;;;"c";"c";0;0;false;false;false;true;false
