"mppcv";"Stofcv";"ppid";"hyr_";"hyrcv_";"mpcv_";"mppnm_";"ppq";"ppgal";"InRank";"StofNm_";"Dim";"InX";"InQ";"InU";"Add";"InBasQ";"InBasU";"InQ2";"InU2";"Amb";"Hosp"
"3612322";"00327";"1";"LDAAB";"0012369";"42572-2485";"Cetirizin AB compr. pellic. (séc.) 100x 10mg";0;"compr. pellic. (séc.)";1;"cétirizine dichlorhydrate";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3612298";"00327";"1";"LDAAB";"0012369";"42572-2485";"Cetirizin AB compr. pellic. (séc.) 20x 10mg";0;"compr. pellic. (séc.)";1;"cétirizine dichlorhydrate";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3612314";"00327";"1";"LDAAB";"0012369";"42572-2485";"Cetirizin AB compr. pellic. (séc.) 50x 10mg";0;"compr. pellic. (séc.)";1;"cétirizine dichlorhydrate";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"4335147";"01610";"1";"GCAB";"0019430";"44222-2485";"Sildenafil AB compr. pellic. 24x 50mg";0;"compr. pellic.";1;"sildénafil";;;50.0000;"mg";;0.0000;;0.0000;;true;false
"2544997";"00327";"1";"LDAAB";"0012369";"5025-612";"Cetirizine EG compr. pellic. (séc.) 100x 10mg";0;"compr. pellic. (séc.)";1;"cétirizine dichlorhydrate";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"1699057";"00327";"1";"LDAAB";"0012369";"5025-612";"Cetirizine EG compr. pellic. (séc.) 20x 10mg";0;"compr. pellic. (séc.)";1;"cétirizine dichlorhydrate";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"1699040";"00327";"1";"LDAAB";"0012369";"5025-612";"Cetirizine EG compr. pellic. (séc.) 7x 10mg";0;"compr. pellic. (séc.)";1;"cétirizine dichlorhydrate";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"2582179";"00327";"1";"LDAAB";"0012369";"5066-1636";"Cetirizine Sandoz compr. pellic. (séc.) 100x 10mg";0;"compr. pellic. (séc.)";1;"cétirizine dichlorhydrate";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"1690510";"00327";"1";"LDAAB";"0012369";"5066-1636";"Cetirizine Sandoz compr. pellic. (séc.) 20x 10mg";0;"compr. pellic. (séc.)";1;"cétirizine dichlorhydrate";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"1738947";"00327";"1";"LDAAB";"0012369";"5066-1636";"Cetirizine Sandoz compr. pellic. (séc.) 50x 10mg";0;"compr. pellic. (séc.)";1;"cétirizine dichlorhydrate";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3028065";"00327";"1";"LDAAB";"0012369";"5041-1818";"Cetirizine Teva compr. pellic. (séc.) 100x 10mg";0;"compr. pellic. (séc.)";1;"cétirizine dichlorhydrate";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3028040";"00327";"1";"LDAAB";"0012369";"5041-1818";"Cetirizine Teva compr. pellic. (séc.) 20x 10mg";0;"compr. pellic. (séc.)";1;"cétirizine dichlorhydrate";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3028057";"00327";"1";"LDAAB";"0012369";"5041-1818";"Cetirizine Teva compr. pellic. (séc.) 50x 10mg";0;"compr. pellic. (séc.)";1;"cétirizine dichlorhydrate";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3028032";"00327";"1";"LDAAB";"0012369";"5041-1818";"Cetirizine Teva compr. pellic. (séc.) 7x 10mg";0;"compr. pellic. (séc.)";1;"cétirizine dichlorhydrate";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"3142460";"00342";"1";"OAAC";"0013813";"5140-3350";"ChloraPrep 20/0,7 sol. (unidose) cut. (alc.) 200x0,67ml";0;"sol. (unidose) cut. (alc.)";1;"chlorhexidine digluconate";;;20.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3142460";"00955";"1";"OAAC";"0013813";"5140-3350";"ChloraPrep 20/0,7 sol. (unidose) cut. (alc.) 200x0,67ml";0;"sol. (unidose) cut. (alc.)";2;"isopropanol";;;0.7000;"ml";"/";1.0000;"ml";0.0000;;true;false
"3142445";"00342";"1";"OAAC";"0013813";"5140-3350";"ChloraPrep 20/0,7 sol. (unidose) cut. (alc.) 20x1,5ml";0;"sol. (unidose) cut. (alc.)";1;"chlorhexidine digluconate";;;20.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3142445";"00955";"1";"OAAC";"0013813";"5140-3350";"ChloraPrep 20/0,7 sol. (unidose) cut. (alc.) 20x1,5ml";0;"sol. (unidose) cut. (alc.)";2;"isopropanol";;;0.7000;"ml";"/";1.0000;"ml";0.0000;;true;false
"3142452";"00342";"1";"OAAC";"0013813";"5140-3350";"ChloraPrep 20/0,7 sol. (unidose) cut. (alc.) 25x1,5ml";0;"sol. (unidose) cut. (alc.)";1;"chlorhexidine digluconate";;;20.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3142452";"00955";"1";"OAAC";"0013813";"5140-3350";"ChloraPrep 20/0,7 sol. (unidose) cut. (alc.) 25x1,5ml";0;"sol. (unidose) cut. (alc.)";2;"isopropanol";;;0.7000;"ml";"/";1.0000;"ml";0.0000;;true;false
"3126836";"00342";"1";"OAAC";"0013813";"5140-3350";"ChloraPrep 20/0,7 sol. (unidose) cut. (alc.) 25x3ml";0;"sol. (unidose) cut. (alc.)";1;"chlorhexidine digluconate";;;20.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3126836";"00955";"1";"OAAC";"0013813";"5140-3350";"ChloraPrep 20/0,7 sol. (unidose) cut. (alc.) 25x3ml";0;"sol. (unidose) cut. (alc.)";2;"isopropanol";;;0.7000;"ml";"/";1.0000;"ml";0.0000;;true;false
"3052743";"00342";"1";"OAAC";"0013813";"5140-3350";"ChloraPrep 20/0,7 sol. (unidose) cut. (alc.) Coloré 25x10,5ml";0;"sol. (unidose) cut. (alc.) Coloré";1;"chlorhexidine digluconate";;;20.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3052743";"00955";"1";"OAAC";"0013813";"5140-3350";"ChloraPrep 20/0,7 sol. (unidose) cut. (alc.) Coloré 25x10,5ml";0;"sol. (unidose) cut. (alc.) Coloré";2;"isopropanol";;;0.7000;"ml";"/";1.0000;"ml";0.0000;;true;false
"3052735";"00342";"1";"OAAC";"0013813";"5140-3350";"ChloraPrep 20/0,7 sol. (unidose) cut. (alc.) Coloré 25x3ml";0;"sol. (unidose) cut. (alc.) Coloré";1;"chlorhexidine digluconate";;;20.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3052735";"00955";"1";"OAAC";"0013813";"5140-3350";"ChloraPrep 20/0,7 sol. (unidose) cut. (alc.) Coloré 25x3ml";0;"sol. (unidose) cut. (alc.) Coloré";2;"isopropanol";;;0.7000;"ml";"/";1.0000;"ml";0.0000;;true;false
"2118354";"01615";"1";"ALAD";"0001594";"5199-2998";"Cholemed compr. pellic. (séc.) 84x 20mg";0;"compr. pellic. (séc.)";1;"simvastatine";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"0056135";"00374";"1";"AJA";"0001438";"5280-612";"Cinnarizine EG gél. 100x 75mg";0;"gél.";1;"cinnarizine";;;75.0000;"mg";;0.0000;;0.0000;;true;false
"2630788";"00377";"1";"KAEA";"0010173";"5330-1529";"Ciprofloxacine EG (PI-Pharma) compr. pellic. (séc.) 20x 500mg";0;"compr. pellic. (séc.)";1;"ciprofloxacine";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"2648871";"00378";"1";"KAEA";"0010173";"5348-711";"Ciprofloxacine Fresenius Kabi sol. perf. i.v. [flac.] 1x 200mg/100ml";0;"sol. perf. i.v. [flac.]";1;"ciprofloxacine";;;200.0000;"mg";"/";100.0000;"ml";0.0000;;true;false
"3531738";"00377";"1";"KAEA";"0010173";"39784-2485";"Ciprofloxacine AB compr. pellic. 20x 750mg";0;"compr. pellic.";1;"ciprofloxacine";;;750.0000;"mg";;0.0000;;0.0000;;true;false
"0497396";"00384";"1";"JCAAA";"0008169";"5314-1073";"Cipramil sol. perf. à diluer i.v. [amp.] 10x 40mg/1ml";0;"sol. perf. à diluer i.v. [amp.]";1;"citalopram";;;40.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3531712";"00377";"1";"KAEA";"0010173";"39784-2485";"Ciprofloxacine AB compr. pellic. (séc.) 10x 250mg";0;"compr. pellic. (séc.)";1;"ciprofloxacine";;;250.0000;"mg";;0.0000;;0.0000;;true;false
"3531720";"00377";"1";"KAEA";"0010173";"39784-2485";"Ciprofloxacine AB compr. pellic. (séc.) 20x 500mg";0;"compr. pellic. (séc.)";1;"ciprofloxacine";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"2049815";"00377";"1";"KAEA";"0010173";"5330-612";"Ciprofloxacine EG compr. pellic. (séc.) 10x 250mg";0;"compr. pellic. (séc.)";1;"ciprofloxacine";;;250.0000;"mg";;0.0000;;0.0000;;true;false
"2049831";"00377";"1";"KAEA";"0010173";"5330-612";"Ciprofloxacine EG compr. pellic. (séc.) 20x 500mg";0;"compr. pellic. (séc.)";1;"ciprofloxacine";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"2049849";"00377";"1";"KAEA";"0010173";"5330-612";"Ciprofloxacine EG compr. pellic. (séc.) 20x 750mg";0;"compr. pellic. (séc.)";1;"ciprofloxacine";;;750.0000;"mg";;0.0000;;0.0000;;true;false
"2308617";"00376";"1";"KAEA";"0010173";"5355-1289";"Ciprofloxacine Viatris sol. perf. i.v. [sac] 10x 400mg/200ml";0;"sol. perf. i.v. [sac]";1;"ciprofloxacine";;;400.0000;"mg";"/";200.0000;"ml";0.0000;;true;false
"1670363";"00377";"1";"KAEA";"0010173";"5355-1289";"Ciprofloxacine Viatris compr. pellic. (séc.) 20x 500mg";0;"compr. pellic. (séc.)";1;"ciprofloxacine";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"3677838";"00101";"1";"KAAACA";"0009530";"5579-828";"Clamoxyl sirop susp. (pdr) 100ml 250mg/5ml";0;"sirop susp. (pdr)";1;"amoxicilline";;;250.0000;"mg";"/";5.0000;"ml";0.0000;;true;false
"1670371";"00377";"1";"KAEA";"0010173";"5355-1289";"Ciprofloxacine Viatris compr. pellic. (séc.) 10x 250mg";0;"compr. pellic. (séc.)";1;"ciprofloxacine";;;250.0000;"mg";;0.0000;;0.0000;;true;false
"1676618";"00377";"1";"KAEA";"0010173";"5363-1636";"Ciprofloxacine Sandoz compr. pellic. (séc.) 10x 250mg";0;"compr. pellic. (séc.)";1;"ciprofloxacine";;;250.0000;"mg";;0.0000;;0.0000;;true;false
"1676626";"00377";"1";"KAEA";"0010173";"5363-1636";"Ciprofloxacine Sandoz compr. pellic. (séc.) 20x 500mg";0;"compr. pellic. (séc.)";1;"ciprofloxacine";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"1732908";"00377";"1";"KAEA";"0010173";"5363-1636";"Ciprofloxacine Sandoz compr. pellic. (séc.) 20x 750mg";0;"compr. pellic. (séc.)";1;"ciprofloxacine";;;750.0000;"mg";;0.0000;;0.0000;;true;false
"2729812";"00377";"1";"KAEA";"0010173";"5371-1818";"Ciprofloxacine Teva compr. pellic. (séc.) 20x 500mg";0;"compr. pellic. (séc.)";1;"ciprofloxacine";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"2308625";"00376";"1";"KAEA";"0010173";"5355-1289";"Ciprofloxacine Viatris sol. perf. i.v. [sac] 10x 200mg/100ml";0;"sol. perf. i.v. [sac]";1;"ciprofloxacine";;;200.0000;"mg";"/";100.0000;"ml";0.0000;;true;false
"1359611";"00377";"1";"KAEA";"0010173";"5389-299";"Ciproxine compr. pellic. (séc.) 20x 500mg";0;"compr. pellic. (séc.)";1;"ciprofloxacine";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"2880078";"00661";"1";"FBACA";"0005439";"5413-3491";"Circlet 0,12/0,015 système de diffusion vag. 3x";0;"système de diffusion vag.";1;"étonogestrel";;;0.1200;"mg";"/";24.0000;"h";0.0000;;true;false
"2880078";"00650";"1";"FBACA";"0005439";"5413-3491";"Circlet 0,12/0,015 système de diffusion vag. 3x";0;"système de diffusion vag.";2;"éthinylestradiol";;;0.0150;"mg";"/";24.0000;"h";0.0000;;true;false
"1654086";"01496";"1";"QCABA";"0015784";"5421-1909";"Cirrus 120/5 compr. lib. prol. 14x";0;"compr. lib. prol.";1;"pseudoéphédrine chlorhydrate";;;120.0000;"mg";;0.0000;;0.0000;;true;false
"1654086";"00327";"1";"QCABA";"0015784";"5421-1909";"Cirrus 120/5 compr. lib. prol. 14x";0;"compr. lib. prol.";2;"cétirizine dichlorhydrate";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"2924363";"00381";"1";"MAACB";"0012641";"5454-67";"Cisplatin Accord Healthcare sol. perf. à diluer i.v. [flac.] 1x 100mg/100ml";0;"sol. perf. à diluer i.v. [flac.]";1;"cisplatine";;;100.0000;"mg";"/";100.0000;"ml";0.0000;;true;false
"2915940";"00381";"1";"MAACB";"0012641";"5454-67";"Cisplatin Accord Healthcare sol. perf. à diluer i.v. [flac.] 1x 10mg/10ml";0;"sol. perf. à diluer i.v. [flac.]";1;"cisplatine";;;10.0000;"mg";"/";10.0000;"ml";0.0000;;true;false
"2915957";"00381";"1";"MAACB";"0012641";"5454-67";"Cisplatin Accord Healthcare sol. perf. à diluer i.v. [flac.] 1x 50mg/50ml";0;"sol. perf. à diluer i.v. [flac.]";1;"cisplatine";;;50.0000;"mg";"/";50.0000;"ml";0.0000;;true;false
"3894870";"00492";"1";"FBBAA";"0019422";"41277-2469";"Desirett compr. pellic. 6x28x 75µg";0;"compr. pellic.";1;"désogestrel";;;75.0000;"µg";;0.0000;;0.0000;;true;false
"2692036";"00381";"1";"MAACB";"0012641";"5488-1818";"Cisplatine Teva sol. perf. à diluer i.v. [flac.] 1x 50mg/50ml";0;"sol. perf. à diluer i.v. [flac.]";1;"cisplatine";;;50.0000;"mg";"/";50.0000;"ml";0.0000;;true;false
"2116945";"00383";"1";"JCAAA";"0008169";"5496-612";"Citalopram EG compr. pellic. (séc.) 98x 20mg";0;"compr. pellic. (séc.)";1;"citalopram";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"2067015";"00383";"1";"JCAAA";"0008169";"5538-1818";"Citalopram-Ratiopharm compr. pellic. (séc.) 56x 20mg";0;"compr. pellic. (séc.)";1;"citalopram";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"2154862";"00383";"1";"JCAAA";"0008169";"5512-1636";"Citalopram Sandoz compr. pellic. (séc.) 28x 30mg";0;"compr. pellic. (séc.)";1;"citalopram";;;30.0000;"mg";;0.0000;;0.0000;;true;false
"2066751";"00383";"1";"JCAAA";"0008169";"5512-1636";"Citalopram Sandoz compr. pellic. (séc.) 56x 20mg";0;"compr. pellic. (séc.)";1;"citalopram";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"2154854";"00383";"1";"JCAAA";"0008169";"5512-1636";"Citalopram Sandoz compr. pellic. (séc.) 56x 40mg";0;"compr. pellic. (séc.)";1;"citalopram";;;40.0000;"mg";;0.0000;;0.0000;;true;false
"2173235";"00383";"1";"JCAAA";"0008169";"5520-1818";"Citalopram Teva compr. pellic. (séc.) 56x 20mg";0;"compr. pellic. (séc.)";1;"citalopram";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"2567378";"00383";"1";"JCAAA";"0008169";"5520-1818";"Citalopram Teva compr. pellic. (séc.) 98x 20mg";0;"compr. pellic. (séc.)";1;"citalopram";;;20.0000;"mg";;0.0000;;0.0000;;true;false
"2128445";"01460";"1";"RBC";"0016147";"5546-232";"Citanest 2 % sol. inj. épilés./p.dural/p.neur. [flac., infiltr. locorégionale] 1x 1g/50ml";0;"sol. inj. épilés./p.dural/p.neur. [flac., infiltr. locorégionale]";1;"prilocaïne chlorhydrate";;;1.0000;"g";"/";50.0000;"ml";0.0000;;true;false
"3089117";"00386";"1";"CEHA";"0017889";"5553-2626";"CitraFleet 10,97/3,5/10 sol. (pdr, sachet) 2x";0;"sol. (pdr, sachet)";1;"acide citrique";;;10.9700;"g";;0.0000;;0.0000;;true;false
"3089117";"01085";"1";"CEHA";"0017889";"5553-2626";"CitraFleet 10,97/3,5/10 sol. (pdr, sachet) 2x";0;"sol. (pdr, sachet)";2;"magnésium oxyde";;;3.5000;"g";;0.0000;;0.0000;;true;false
"3089117";"01401";"1";"CEHA";"0017889";"5553-2626";"CitraFleet 10,97/3,5/10 sol. (pdr, sachet) 2x";0;"sol. (pdr, sachet)";3;"picosulfate sodium";;;10.0000;"mg";;0.0000;;0.0000;;true;false
"0043737";"00311";"1";"KAABCA";"0009704";"5561-182";"Claforan sol. inj. (pdr+solv.) i.m./i.v. [flac.+amp.] 1x 1000mg";0;"sol. inj. (pdr + solv.) i.m./i.v. [flac. + amp.]";1;"céfotaxime";;;1000.0000;"mg";;0.0000;;0.0000;;true;false
"2312619";"00101";"1";"KAAACA";"0009530";"5579-828";"Clamoxyl compr. disp. (séc.) 24x 1g";0;"compr. disp. (séc.)";1;"amoxicilline";;;1.0000;"g";;0.0000;;0.0000;;true;false
"1100239";"00101";"1";"KAAACA";"0009530";"5579-828";"Clamoxyl compr. disp. (séc.) 8x 1g";0;"compr. disp. (séc.)";1;"amoxicilline";;;1.0000;"g";;0.0000;;0.0000;;true;false
"0107235";"00101";"1";"KAAACA";"0009530";"5579-828";"Clamoxyl gél. 16x 500mg";0;"gél.";1;"amoxicilline";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"2217123";"00400";"1";"OBAA";"0014258";"5587-1537";"Clarelux mousse cut. 100g 0,5mg/1g";0;"mousse cut.";1;"clobétasol propionate";;;0.5000;"mg";"/";1.0000;"g";0.0000;;true;false
"3721693";"00801";"1";"SBAA";"0016303";"39073-752";"Clariscan 0,5 mmol/1 ml sol. inj. i.v. [flac.] 1x 10mmol/20ml";0;"sol. inj. i.v. [flac.]";1;"acide gadotérique";;;10.0000;"mmol";"/";20.0000;"ml";0.0000;;true;false
"3678364";"00801";"1";"SBAA";"0016303";"39073-752";"Clariscan 0,5 mmol/1 ml sol. inj. i.v. [flac.] 1x 25mmol/50ml";0;"sol. inj. i.v. [flac.]";1;"acide gadotérique";;;25.0000;"mmol";"/";50.0000;"ml";0.0000;;true;false
"3678331";"00801";"1";"SBAA";"0016303";"39073-752";"Clariscan 0,5 mmol/1 ml sol. inj. i.v. [flac.] 1x 50mmol/100ml";0;"sol. inj. i.v. [flac.]";1;"acide gadotérique";;;50.0000;"mmol";"/";100.0000;"ml";0.0000;;true;false
"3983269";"00489";"1";"LDAAC";"0012385";"42390-2485";"Desloratadine AB compr. pellic. 100x 5mg";0;"compr. pellic.";1;"desloratadine";;;5.0000;"mg";;0.0000;;0.0000;;true;false
"3721065";"00801";"1";"SBAA";"0016303";"39073-752";"Clariscan 0,5 mmol/1 ml sol. inj. i.v. [flac.] 1x 7,5mmol/15ml";0;"sol. inj. i.v. [flac.]";1;"acide gadotérique";;;7.5000;"mmol";"/";15.0000;"ml";0.0000;;true;false
"3678679";"00801";"1";"SBAA";"0016303";"39073-752";"Clariscan 0,5 mmol/1 ml sol. inj. i.v. [ser. préremplie] 1x 10mmol/20ml";0;"sol. inj. i.v. [ser. préremplie]";1;"acide gadotérique";;;10.0000;"mmol";"/";20.0000;"ml";0.0000;;true;false
"3678349";"00801";"1";"SBAA";"0016303";"39073-752";"Clariscan 0,5 mmol/1 ml sol. inj. i.v. [ser. préremplie] 1x 5mmol/10ml";0;"sol. inj. i.v. [ser. préremplie]";1;"acide gadotérique";;;5.0000;"mmol";"/";10.0000;"ml";0.0000;;true;false
"3678356";"00801";"1";"SBAA";"0016303";"39073-752";"Clariscan 0,5 mmol/1 ml sol. inj. i.v. [ser. préremplie] 1x 7,5mmol/15ml";0;"sol. inj. i.v. [ser. préremplie]";1;"acide gadotérique";;;7.5000;"mmol";"/";15.0000;"ml";0.0000;;true;false
"2211241";"00390";"1";"KABBB";"0009845";"5629-612";"Clarithromycine EG compr. pellic. 10x 250mg";0;"compr. pellic.";1;"clarithromycine";;;250.0000;"mg";;0.0000;;0.0000;;true;false
"2219566";"00390";"1";"KABBB";"0009845";"5629-612";"Clarithromycine EG compr. pellic. (séc.) 10x 500mg";0;"compr. pellic. (séc.)";1;"clarithromycine";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"2211233";"00390";"1";"KABBB";"0009845";"5629-612";"Clarithromycine EG compr. pellic. (séc.) 21x 500mg";0;"compr. pellic. (séc.)";1;"clarithromycine";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"2885994";"00391";"1";"KABBB";"0009845";"5629-612";"Clarithromycine EG compr. lib. prol. Uno 20x 500mg";0;"compr. lib. prol. Uno";1;"clarithromycine";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"2164127";"00390";"1";"KABBB";"0009845";"5637-1289";"Clarithromycine Viatris compr. pellic. 14x 500mg";0;"compr. pellic.";1;"clarithromycine";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"2379063";"00390";"1";"KABBB";"0009845";"5652-1818";"Clarithromycine Teva compr. pellic. 10x 500mg";0;"compr. pellic.";1;"clarithromycine";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"2968261";"00390";"1";"KABBB";"0009845";"5645-1636";"Clarithromycine Sandoz compr. pellic. 10x 250mg";0;"compr. pellic.";1;"clarithromycine";;;250.0000;"mg";;0.0000;;0.0000;;true;false
"2968253";"00390";"1";"KABBB";"0009845";"5645-1636";"Clarithromycine Sandoz compr. pellic. 10x 500mg";0;"compr. pellic.";1;"clarithromycine";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"2915338";"00390";"1";"KABBB";"0009845";"5645-1636";"Clarithromycine Sandoz compr. pellic. 14x 250mg";0;"compr. pellic.";1;"clarithromycine";;;250.0000;"mg";;0.0000;;0.0000;;true;false
"2915346";"00390";"1";"KABBB";"0009845";"5645-1636";"Clarithromycine Sandoz compr. pellic. 14x 500mg";0;"compr. pellic.";1;"clarithromycine";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"2915353";"00390";"1";"KABBB";"0009845";"5645-1636";"Clarithromycine Sandoz compr. pellic. 21x 500mg";0;"compr. pellic.";1;"clarithromycine";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"3559176";"00390";"1";"KABBB";"0009845";"37655-2303";"Clarithromycin Krka compr. pellic. 14x 500mg";0;"compr. pellic.";1;"clarithromycine";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"3566767";"00390";"1";"KABBB";"0009845";"37655-2303";"Clarithromycin Krka compr. pellic. 21x 500mg";0;"compr. pellic.";1;"clarithromycine";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"2916534";"00390";"1";"KABBB";"0009845";"5603-1636";"Clarithromycin Sandoz sirop susp. 120ml 125mg/5ml";0;"sirop susp.";1;"clarithromycine";;;125.0000;"mg";"/";5.0000;"ml";0.0000;;true;false
"2968212";"00390";"1";"KABBB";"0009845";"5603-1636";"Clarithromycin Sandoz sirop susp. 80ml 250mg/5ml";0;"sirop susp.";1;"clarithromycine";;;250.0000;"mg";"/";5.0000;"ml";0.0000;;true;false
"1608488";"01138";"1";"CGCA";"0003442";"5686-1883";"Claversal compr. gastro-résist. 100x 500mg";0;"compr. gastro-résist.";1;"mésalazine";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"1608496";"01138";"1";"CGCA";"0003442";"5686-1883";"Claversal compr. gastro-résist. 300x 500mg";0;"compr. gastro-résist.";1;"mésalazine";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"1181296";"01138";"1";"CGCA";"0003442";"5686-1883";"Claversal mousse rect. Foam 14dos. 1g/1dos.";0;"mousse rect. Foam";1;"mésalazine";;;1.0000;"g";"/";1.0000;"dos.";0.0000;;true;false
"1622463";"01138";"1";"CGCA";"0003442";"5686-1883";"Claversal supp. 120x 500mg";0;"supp.";1;"mésalazine";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"0668384";"01138";"1";"CGCA";"0003442";"5686-1883";"Claversal supp. 60x 500mg";0;"supp.";1;"mésalazine";;;500.0000;"mg";;0.0000;;0.0000;;true;false
"3391315";"01203";"1";"CEGA";"0003251";"10439-2626";"Cleen Enema 181/80 sol. rect. Adulte 133ml";0;"sol. rect. Adulte";1;"phosphate monosodium";;;181.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3391315";"02425";"1";"CEGA";"0003251";"10439-2626";"Cleen Enema 181/80 sol. rect. Adulte 133ml";0;"sol. rect. Adulte";2;"phosphate disodium";;;80.0000;"mg";"/";1.0000;"ml";0.0000;;true;false
"3391331";"01203";"1";"CECCA";"0026245";"10421-2626";"Cleen Phospho-Soda 2,71/1,2 sol. à diluer 45ml";0;"sol. à diluer";1;"phosphate monosodium";;;2.7100;"g";"/";5.0000;"ml";0.0000;;true;false
"3391331";"00533";"1";"CECCA";"0026245";"10421-2626";"Cleen Phospho-Soda 2,71/1,2 sol. à diluer 45ml";0;"sol. à diluer";2;"phosphate disodium";;;1.2000;"g";"/";5.0000;"ml";0.0000;;true;false
"3413325";"02063";"1";"AFAB";"0025403";"32748-455";"Cleviprex émuls. perf. i.v. [flac.] 10x 25mg/50ml";0;"émuls. perf. i.v. [flac.]";1;"clévidipine";;;25.0000;"mg";"/";50.0000;"ml";0.0000;;true;false
"2266070";"00599";"1";"BABBABB";"0002030";"5702-2097";"Clexane sol. inj. i.v./s.c. [ser. préremplie] 10x 12000UI anti-Xa/0,8ml";0;"sol. inj. i.v./s.c. [ser. préremplie]";1;"énoxaparine sodium";;;12000.0000;"UI anti-Xa";"/";0.8000;"ml";0.0000;;true;false
"1708619";"00599";"1";"BABBABB";"0002030";"5702-2097";"Clexane sol. inj. i.v./s.c. [ser. préremplie] 10x 15000UI anti-Xa/1ml";0;"sol. inj. i.v./s.c. [ser. préremplie]";1;"énoxaparine sodium";;;15000.0000;"UI anti-Xa";"/";1.0000;"ml";0.0000;;true;false
"0278192";"00599";"1";"BABBABB";"0002030";"5702-2097";"Clexane sol. inj. i.v./s.c. [ser. préremplie] 10x 4000UI anti-Xa/0,4ml";0;"sol. inj. i.v./s.c. [ser. préremplie]";1;"énoxaparine sodium";;;4000.0000;"UI anti-Xa";"/";0.4000;"ml";0.0000;;true;false
"1594878";"00599";"1";"BABBABB";"0002030";"5702-2097";"Clexane sol. inj. i.v./s.c. [ser. préremplie] 10x 6000UI anti-Xa/0,6ml";0;"sol. inj. i.v./s.c. [ser. préremplie]";1;"énoxaparine sodium";;;6000.0000;"UI anti-Xa";"/";0.6000;"ml";0.0000;;true;false
"1027697";"00599";"1";"BABBABB";"0002030";"5702-2097";"Clexane sol. inj. i.v./s.c. [ser. préremplie] 10x 8000UI anti-Xa/0,8ml";0;"sol. inj. i.v./s.c. [ser. préremplie]";1;"énoxaparine sodium";;;8000.0000;"UI anti-Xa";"/";0.8000;"ml";0.0000;;true;false
"2826790";"00396";"1";"KADA";"0010124";"5751-612";"Clindamycine EG gél. 16x 300mg";0;"gél.";1;"clindamycine";;;300.0000;"mg";;0.0000;;0.0000;;true;false
"2744746";"00395";"1";"KADA";"0010124";"5769-711";"Clindamycine Fresenius Kabi sol. inj./perf. i.m./i.v. [amp.] 10x 600mg/4ml";0;"sol. inj./perf. i.m./i.v. [amp.]";1;"clindamycine";;;600.0000;"mg";"/";4.0000;"ml";0.0000;;true;false
"3016938";"00396";"1";"KADA";"0010124";"5744-1636";"Clindamycin Sandoz gél. 16x 150mg";0;"gél.";1;"clindamycine";;;150.0000;"mg";;0.0000;;0.0000;;true;false
